instance lad vbdpd vbbjdpd vbbjdpdnosup vbbjdpdnocad tvbbjdpd vf2 snd
si4_m4D_m256.07 50.992000 34 34 6 34 35 0 950.00
si4_m4D_m256.06 29.995000 35 35 4 34 35 0 886.000
si4_m4D_m256.05 45.993000 37 60 4 48 39 0 891.000
si4_m4D_m256.08 41.993000 38 39 5 38 39 0 870.00
si4_m4D_m256.04 84.987000 40 42 6 47 41 0 1281.000
si4_m4D_m256.09 79.987000 63 64 9 40 40 0 1290.00
si4_m4D_m256.02 41.993000 42 41 3 47 39 0 889.000
si4_m4D_m256.00 48.992000 40 41 6 42 41 0 1033.000
si4_m4D_m256.03 70.989000 41 39 7 37 39 0 883.000
si4_m4D_m256.01 46.992000 38 49 4 42 40 0 1194.000
si6_b06m_m800.07 120.981000 523 524 55 402 387 3 7933.000
si6_b06m_m800.04 202.969000 697 695 74 684 657 3 8613.000
si6_b06m_m800.01 148.977000 749 689 53 677 648 3 8759.000
si6_b06m_m800.00 122.981000 528 524 60 512 494 6 8871.000
si6_b06m_m800.05 216.967000 866 854 74 850 796 6 9326.000
si6_b06m_m800.08 165.974000 737 745 65 715 687 3 9058.000
si6_b06m_m800.09 123.981000 918 917 53 900 859 3 8683.000
si6_b06m_m800.02 125.980000 374 370 53 358 352 6 10605.000
si6_b06m_m800.03 213.967000 803 1070 82 809 752 3 8693.000
si6_b06m_m800.06 118.981000 574 595 53 376 368 3 9911.000
si4_r001_m400.08 4732.280000 103 103 33770439 100 95 100000000 2811.000
si4_r001_m400.06 566.913000 102 103 84148 102 98 100000000 1491.000
si4_r001_m400.02 1031.843000 100 101 48 100 96 100000000 2310.00
si4_r001_m400.00 985.850000 119 121 673 110 99 100000000 1853.000
si4_r001_m400.04 4584.303000 145 96 180155 95 92 100000000 2600.0
si4_r001_m400.03 7224.901000 129 106 37374 103 102 100000000 1839.000
si4_r001_m400.09 695.894000 114 103 1431 150 97 100000000 1925.000
si4_r001_m400.05 12086.162000 180 178 3756654 123 94 100000000 15100.0
si4_r001_m400.01 3567.457000 90 91 49146 90 89 100000000 2080.00
si4_r001_m400.07 4999.240000 100 107 19225 100 96 100000000 2112.000
si2_m4Dr6_m1296.00 1323.798000 304 304 75 330 292 2 5265.000
si2_m4Dr6_m1296.01 743.886000 520 531 62 526 494 4 5013.000
si2_m4Dr6_m1296.09 560.914000 498 644 44 526 471 2 6093.000
si2_m4Dr6_m1296.06 356.945000 247 327 41 244 236 2 4586.000
si2_m4Dr6_m1296.03 114.982000 487 487 62 492 460 2 4870.00
si2_m4Dr6_m1296.02 125.980000 304 303 43 384 288 2 4676.000
si2_m4Dr6_m1296.05 1526.767000 529 526 75 521 500 4 6072.000
si2_m4Dr6_m1296.08 314.952000 857 793 84 775 725 4 5768.000
si2_m4Dr6_m1296.04 1362.792000 317 317 136 314 302 2 4964.000
si2_m4Dr6_m1296.07 911.861000 293 292 72 289 279 2 5000.0
si2_b03_m800.07 827.874000 119 81 20 81 114 0 1721.000
si2_b03_m800.08 825.874000 82 81 19 86 114 0 2157.000
si2_b03_m800.04 826.874000 104 111 16 80 117 0 1693.000
si2_b03_m800.05 824.874000 79 81 16 81 118 0 2053.000
si2_b03_m800.09 1302.801000 80 82 18 80 116 0 1679.000
si2_b03_m800.00 828.873000 80 89 16 81 119 0 1903.000
si2_b03_m800.02 839.872000 110 81 16 80 117 0 1733.000
si2_b03_m800.03 829.873000 79 81 16 80 117 0 1699.000
si2_b03_m800.01 852.870000 80 82 16 87 117 0 2028.000
si2_b03_m800.06 907.861000 80 82 17 82 115 0 1667.000
si4_b03m_m200.05 3.999000 13 13 3 13 9 0 627.000
si4_b03m_m200.02 2.999000 12 13 2 12 14 0 813.000
si4_b03m_m200.04 3.999000 6 7 1 6 8 0 698.000
si4_b03m_m200.07 4.999000 7 7 2 7 8 0 791.000
si4_b03m_m200.00 5.999000 29 29 2 17 18 0 632.000
si4_b03m_m200.06 4.999000 9 9 2 11 10 0 571.000
si4_b03m_m200.03 4.999000 14 14 2 13 9 0 602.000
si4_b03m_m200.09 2.999000 20 24 1 19 19 0 738.000
si4_b03m_m200.08 3.999000 24 25 2 15 16 0 709.000
si4_b03m_m200.01 4.999000 23 18 2 19 18 0 700.0
si2_b06m_m200.04 6.998000 19 17 1 17 18 0 562.000
si2_b06m_m200.03 5.999000 17 16 1 19 18 0 577.000
si2_b06m_m200.08 5.999000 9 10 1 9 11 0 643.000
si2_b06m_m200.06 4.999000 44 49 1 46 42 0 638.000
si2_b06m_m200.05 4.999000 7 7 1 8 9 0 666.000
si2_b06m_m200.02 4.999000 16 16 1 16 17 0 600.0
si2_b06m_m200.00 3.999000 20 14 1 20 15 0 529.000
si2_b06m_m200.01 3.999000 13 9 1 9 10 0 668.000
si2_b06m_m200.09 12.998000 19 18 1 18 19 0 612.000
si2_b06m_m200.07 2.999000 13 14 1 21 15 0 583.000
si6_m4Dr4_m625.05 94.985000 332 331 47 323 316 4 4598.000
si6_m4Dr4_m625.09 71.989000 335 314 41 306 299 2 4609.000
si6_m4Dr4_m625.04 128.980000 305 310 33 299 284 4 4949.000
si6_m4Dr4_m625.00 162.975000 251 250 38 224 223 2 4487.000
si6_m4Dr4_m625.08 114.982000 365 362 33 396 346 2 4842.000
si6_m4Dr4_m625.06 72.988000 459 423 49 413 399 4 5113.000
si6_m4Dr4_m625.01 281.957000 400 399 50 394 380 4 4831.000
si6_m4Dr4_m625.03 541.917000 433 431 35 424 409 2 4847.000
si6_m4Dr4_m625.07 780.881000 235 247 35 228 224 2 5042.000
si6_m4Dr4_m625.02 110.983000 318 316 47 308 299 2 5236.000
si4_b03_m200.06 33.994000 12 10 1 11 11 0 838.000
si4_b03_m200.02 34.994000 11 10 2 12 13 0 817.000
si4_b03_m200.07 61.990000 11 9 2 15 11 0 799.000
si4_b03_m200.04 65.989000 12 12 2 15 12 0 692.000
si4_b03_m200.03 61.990000 9 13 2 9 13 0 919.000
si4_b03_m200.05 37.994000 15 9 1 15 13 0 851.000
si4_b03_m200.09 34.994000 13 14 2 9 12 0 683.000
si4_b03_m200.01 34.994000 15 15 2 15 12 0 611.000
si4_b03_m200.00 35.994000 15 15 2 10 12 0 634.000
si4_b03_m200.08 53.991000 15 9 1 9 11 0 865.000
si2_b03_m400.03 219.966000 20 20 6 20 25 0 1004.000
si2_b03_m400.06 110.983000 20 20 6 22 25 0 768.000
si2_b03_m400.07 216.967000 20 20 3 23 25 0 799.000
si2_b03_m400.01 223.965000 20 20 6 22 26 0 780.00
si2_b03_m400.05 217.966000 36 34 6 33 26 0 775.000
si2_b03_m400.09 111.982000 20 21 4 20 26 0 746.000
si2_b03_m400.02 115.982000 21 21 3 20 25 0 769.000
si2_b03_m400.00 110.983000 21 20 4 20 25 0 808.000
si2_b03_m400.08 220.966000 21 22 6 20 26 0 958.000
si2_b03_m400.04 217.966000 28 20 3 20 25 0 807.000
si4_b09_m200.02 106.983000 50 50 3 50 51 0 934.000
si4_b09_m200.01 109.983000 48 50 4 50 50 0 917.000
si4_b09_m200.00 192.970000 50 50 4 51 50 0 794.000
si4_b09_m200.09 108.983000 70 50 3 50 50 0 1088.000
si4_b09_m200.08 185.971000 72 60 5 62 50 0 1014.000
si4_b09_m200.04 110.983000 49 50 3 53 51 0 774.000
si4_b09_m200.06 190.970000 49 64 5 59 50 0 981.000
si4_b09_m200.05 106.983000 53 62 5 59 50 0 811.000
si4_b09_m200.07 188.971000 49 50 3 50 49 0 848.000
si4_b09_m200.03 110.983000 50 50 3 51 51 0 761.000
si4_m4Dr4_m256.05 8.998000 52 40 6 46 40 0 810.00
si4_m4Dr4_m256.09 14.997000 45 47 3 46 45 0 1260.00
si4_m4Dr4_m256.01 52.991000 20 21 3 21 22 0 1215.000
si4_m4Dr4_m256.03 113.982000 25 25 4 25 27 0 933.000
si4_m4Dr4_m256.06 33.994000 44 63 4 62 40 0 840.00
si4_m4Dr4_m256.07 20.996000 41 42 7 42 40 0 950.00
si4_m4Dr4_m256.00 38.994000 27 28 4 30 29 0 839.000
si4_m4Dr4_m256.02 17.997000 25 24 3 24 25 0 949.000
si4_m4Dr4_m256.08 14.997000 53 59 4 45 42 0 1011.000
si4_m4Dr4_m256.04 78.987000 27 25 5 38 25 0 894.000
si2_m4D_m625.01 1680.744000 117 122 48 113 104 0 15863.000
si2_m4D_m625.00 141.978000 156 118 25 109 118 0 1636.000
si2_m4D_m625.08 478.927000 102 96 11 94 112 0 8482.000
si2_m4D_m625.04 292.955000 111 111 26 111 118 0 1532.000
si2_m4D_m625.09 765.883000 375 392 490 213 107 0 1974.000
si2_m4D_m625.02 175.973000 176 174 19 173 183 0 1524.000
si2_m4D_m625.05 515.921000 229 237 316 160 106 0 1948.000
si2_m4D_m625.06 1145.825000 188 192 202 131 110 0 16292.000
si2_m4D_m625.07 984.850000 103 103 18 99 112 0 1816.000
si2_m4D_m625.03 214.967000 130 134 235 128 130 0 1935.000
si4_b09_m800.03 6705.980000 834 796 54 912 831 1 7207.000
si4_b09_m800.02 6143.066000 844 806 58 791 898 1 5588.000
si4_b09_m800.09 6321.039000 799 798 54 793 843 1 7067.000
si4_b09_m800.06 7383.877000 797 951 62 792 893 0 5445.000
si4_b09_m800.04 5577.152000 1245 796 54 793 841 0 5366.000
si4_b09_m800.05 5055.231000 799 802 54 793 834 1 5528.000
si4_b09_m800.00 5574.152000 811 795 55 793 879 1 6246.000
si4_b09_m800.01 5274.198000 796 810 54 799 834 0 5815.000
si4_b09_m800.07 5322.190000 797 796 55 795 885 0 5451.000
si4_b09_m800.08 6190.058000 801 836 86 795 833 0 5873.000
si2_m4Dr4_m256.05 34.994000 38 39 4 39 41 0 724.000
si2_m4Dr4_m256.02 16.997000 24 24 2 24 26 0 929.000
si2_m4Dr4_m256.00 38.994000 22 22 6 22 17 0 970.00
si2_m4Dr4_m256.07 68.989000 27 27 5 29 29 0 930.00
si2_m4Dr4_m256.03 29.995000 14 14 2 14 15 0 735.000
si2_m4Dr4_m256.06 16.997000 32 33 2 33 34 0 983.000
si2_m4Dr4_m256.04 79.987000 14 14 14 22 16 0 772.000
si2_m4Dr4_m256.09 14.997000 12 14 2 12 14 0 870.00
si2_m4Dr4_m256.01 29.995000 38 39 1 38 38 0 675.000
si2_m4Dr4_m256.08 84.987000 28 45 80 37 30 0 837.000
si6_m4Dr2_m256.04 18.997000 72 73 6 71 47 0 1256.000
si6_m4Dr2_m256.08 20.996000 65 49 6 49 50 0 1153.000
si6_m4Dr2_m256.00 18.997000 49 50 4 51 50 0 1210.00
si6_m4Dr2_m256.07 18.997000 91 93 9 147 91 0 1032.000
si6_m4Dr2_m256.01 22.996000 56 56 4 57 56 0 1422.000
si6_m4Dr2_m256.09 12.998000 80 83 7 76 77 0 1089.000
si6_m4Dr2_m256.03 11.998000 49 50 5 53 49 0 1169.000
si6_m4Dr2_m256.05 12.998000 30 31 6 29 29 0 1121.000
si6_m4Dr2_m256.02 42.993000 49 33 7 32 33 0 1049.000
si6_m4Dr2_m256.06 55.991000 29 29 4 28 30 0 1281.000
si6_b06_m800.00 5554.155000 627 624 69 616 693 1 10067.000
si6_b06_m800.05 5654.140000 625 626 70 615 741 1 10052.000
si6_b06_m800.02 5889.104000 625 624 86 710 714 1 9508.000
si6_b06_m800.07 8264.743000 629 626 72 626 700 1 11044.000
si6_b06_m800.08 5516.161000 626 625 70 616 757 1 10403.000
si6_b06_m800.09 5575.152000 632 638 99 617 695 1 10614.000
si6_b06_m800.06 5802.117000 980 625 113 618 702 1 9777.000
si6_b06_m800.01 5319.191000 670 667 70 764 750 1 9356.000
si6_b06_m800.04 5354.186000 627 639 81 629 730 1 9648.000
si6_b06_m800.03 5293.195000 627 637 70 615 744 1 9643.000
si4_b09m_m800.06 235.964000 507 501 37 501 489 5 4625.000
si4_b09m_m800.01 233.964000 384 389 35 376 362 4 5257.000
si4_b09m_m800.02 154.976000 1141 1137 38 1130 1072 2 4668.000
si4_b09m_m800.08 235.964000 346 346 36 340 329 5 4673.000
si4_b09m_m800.04 215.967000 392 364 37 365 345 2 4480.00
si4_b09m_m800.03 235.964000 281 278 37 272 263 5 4907.000
si4_b09m_m800.09 139.978000 482 480 37 474 456 2 5019.000
si4_b09m_m800.05 134.979000 398 396 36 391 373 3 4733.000
si4_b09m_m800.00 237.963000 932 834 43 824 781 2 4571.000
si4_b09m_m800.07 133.979000 546 560 49 547 502 4 4462.000
si2_b06_m800.04 3271.502000 219 217 21 216 244 0 1968.000
si2_b06_m800.07 2856.565000 218 218 32 254 242 0 2136.000
si2_b06_m800.02 1648.749000 342 321 23 219 260 0 1879.000
si2_b06_m800.00 3350.490000 229 241 34 219 252 0 2234.000
si2_b06_m800.03 3261.504000 232 223 22 229 246 0 1814.000
si2_b06_m800.05 2301.650000 217 293 21 216 244 0 1994.000
si2_b06_m800.09 1652.748000 217 217 22 217 256 0 2080.00
si2_b06_m800.01 1645.749000 218 227 23 222 258 0 1780.00
si2_b06_m800.08 2377.638000 218 219 23 216 258 0 1922.000
si2_b06_m800.06 3230.508000 217 217 21 218 259 0 1871.000
si6_m4D_m256.03 93.985000 65 77 10 69 60 0 1186.000
si6_m4D_m256.08 50.992000 61 64 10 89 59 0 1134.000
si6_m4D_m256.07 81.987000 54 55 7 55 58 0 1171.000
si6_m4D_m256.00 85.986000 51 52 13 52 55 0 1275.000
si6_m4D_m256.01 79.987000 74 88 10 87 57 0 1604.000
si6_m4D_m256.05 83.987000 67 58 10 60 58 0 1133.000
si6_m4D_m256.09 119.981000 34 35 7 33 36 4748110 1739.000
si6_m4D_m256.04 50.992000 53 66 10 68 58 0 1159.000
si6_m4D_m256.02 91.986000 53 56 10 55 58 0 1182.000
si6_m4D_m256.06 47.992000 56 56 7 54 56 0 1561.000
si2_b06m_m800.07 79.987000 249 248 17 257 233 0 1809.000
si2_b06m_m800.02 54.991000 198 194 23 220 185 1 2143.000
si2_b06m_m800.03 76.988000 203 205 15 199 192 0 1886.000
si2_b06m_m800.01 70.989000 116 119 23 113 106 1 2009.000
si2_b06m_m800.08 86.986000 242 240 15 237 225 0 1700.0
si2_b06m_m800.04 75.988000 206 203 15 203 193 1 1933.000
si2_b06m_m800.06 61.990000 201 192 24 206 184 1 2259.000
si2_b06m_m800.09 43.993000 262 267 15 255 235 0 1748.000
si2_b06m_m800.05 75.988000 151 150 15 148 143 1 1722.000
si2_b06m_m800.00 78.987000 193 191 16 190 182 0 1769.000
si4_b06m_m200.00 8.998000 29 28 2 29 19 0 833.000
si4_b06m_m200.08 9.998000 20 22 3 14 15 0 715.000
si4_b06m_m200.05 9.998000 13 14 2 20 16 0 771.000
si4_b06m_m200.09 7.998000 17 18 2 18 13 0 1009.000
si4_b06m_m200.01 10.998000 23 24 2 24 25 0 774.000
si4_b06m_m200.07 9.998000 29 25 2 21 21 0 680.00
si4_b06m_m200.02 7.998000 109 76 1 83 70 0 811.000
si4_b06m_m200.04 4.999000 43 29 1 40 30 0 690.00
si4_b06m_m200.06 9.998000 14 14 2 14 15 0 696.000
si4_b06m_m200.03 7.998000 18 28 1 28 19 0 674.000
si6_r001_m400.09 1352.794000 198 199 233 200 186 100000000 2344.000
si6_r001_m400.05 1008.846000 198 199 4957 196 186 100000000 2157.000
si6_r001_m400.00 1073.836000 209 214 47 226 196 100000000 2208.000
si6_r001_m400.04 2004.695000 196 199 989 192 183 100000000 2344.000
si6_r001_m400.07 1580.759000 200 200 14 198 189 100000000 2598.000
si6_r001_m400.06 767.883000 198 198 133 196 186 100000000 2358.000
si6_r001_m400.02 1414.784000 196 196 20 194 184 100000000 2080.00
si6_r001_m400.03 1290.803000 198 203 27 196 185 100000000 2198.000
si6_r001_m400.08 2180.668000 190 191 17 187 178 100000000 2362.000
si6_r001_m400.01 915.860000 221 215 22 225 201 100000000 2545.000
si6_m4D_m625.00 321.951000 264 259 59 252 247 1 6313.000
si6_m4D_m625.07 1517.769000 245 236 740 276 212 100000000 27040.00
si6_m4D_m625.05 4713.283000 196 186 2513 181 212 100000000 51622.000
si6_m4D_m625.08 451.931000 271 262 77 252 258 1 6736.000
si6_m4D_m625.02 418.936000 263 264 60 254 256 1 6137.000
si6_m4D_m625.03 23278.461000 3376 3436 15397 2576 341 100000000 45362.000
si6_m4D_m625.04 259.960000 261 259 60 252 266 1 5972.000
si6_m4D_m625.09 1683.744000 214 215 173 195 255 100000000 21593.000
si6_m4D_m625.01 352.946000 261 280 69 252 266 1 6873.000
si6_m4D_m625.06 1070.837000 177 177 50 169 186 100000000 22243.000
si6_b09m_m800.02 296.954000 754 752 62 776 729 5 9702.000
si6_b09m_m800.09 339.948000 510 510 63 497 485 4 10117.000
si6_b09m_m800.04 203.968000 602 609 73 599 570 4 10088.000
si6_b09m_m800.07 356.945000 1449 1449 62 1437 1362 5 10122.000
si6_b09m_m800.00 315.951000 438 437 59 427 415 4 10606.000
si6_b09m_m800.05 198.969000 904 901 59 888 852 7 10599.000
si6_b09m_m800.03 189.971000 565 589 61 553 535 4 11182.000
si6_b09m_m800.01 200.969000 632 636 63 662 594 4 10468.000
si6_b09m_m800.06 345.947000 961 959 75 945 899 5 10428.000
si6_b09m_m800.08 327.950000 915 921 62 907 861 7 9871.000
si4_m4Dr6_m1296.01 251.961000 624 630 96 606 593 11 13233.000
si4_m4Dr6_m1296.07 2405.634000 1279 1276 102 1351 1197 8 13384.000
si4_m4Dr6_m1296.06 748.886000 603 640 96 585 574 7 14136.000
si4_m4Dr6_m1296.02 423.935000 1071 1076 137 1064 1017 7 12049.000
si4_m4Dr6_m1296.08 286.956000 1054 1050 136 1044 993 10 15069.000
si4_m4Dr6_m1296.03 373.943000 631 636 96 667 600 11 12651.000
si4_m4Dr6_m1296.00 3209.512000 1438 1402 109 1375 1317 7 13162.000
si4_m4Dr6_m1296.09 776.881000 664 664 96 645 632 8 13834.000
si4_m4Dr6_m1296.05 377.942000 602 614 95 601 572 6 15319.000
si4_m4Dr6_m1296.04 279.957000 1085 1094 141 1070 1025 11 13730.00
si2_b06_m400.09 233.964000 57 56 5 57 60 0 907.000
si2_b06_m400.02 447.931000 56 58 8 77 63 0 1282.000
si2_b06_m400.00 305.953000 56 88 8 88 61 0 854.000
si2_b06_m400.03 434.933000 60 64 8 60 63 0 898.000
si2_b06_m400.07 325.950000 57 62 7 60 62 0 1120.00
si2_b06_m400.04 226.965000 68 59 8 56 62 0 1355.000
si2_b06_m400.05 435.933000 57 59 5 57 62 0 861.000
si2_b06_m400.01 224.965000 56 94 5 57 63 0 1095.000
si2_b06_m400.08 230.964000 56 58 6 57 62 0 1056.000
si2_b06_m400.06 395.939000 57 56 8 58 62 0 1021.000
si4_r01_m200.01 127265.652000 536 536 243 367 234 100000000 331970.00
si4_r01_m200.08 338760.500000 11512 11681 8695 5823 1938 100000000 28334.000
si4_r01_m200.03 41123.748000 1088 1100 605 683 267 100000000 132796.000
si4_r01_m200.04 126739.732000 981 991 528 663 272 100000000 330157.000
si4_r01_m200.07 708036.362000 1340 1086 918 724 320 100000000 210808.000
si4_r01_m200.02 841814.024000 2017 2070 1377 1489 407 100000000 844510.00
si4_r01_m200.05 1288495.118000 752 869 396 491 240 100000000 12000.0
si4_r01_m200.06 22424.590000 518 535 243 596 225 100000000 37601.000
si4_r01_m200.00 2651652.887000 3845 3872 3041 2338 578 100000000 254175.000
si4_r01_m200.09 94507.632000 1175 1184 711 774 304 100000000 89890.00
si2_r001_m400.06 612375.904000 129 89 100000000 61 47 100000000 8676.000
si2_r001_m400.08 11665.226000 49 56 532635 48 48 100000000 5922.000
si2_r001_m400.09 41202.736000 23910 8681 44082526 4214 50 100000000 24857.000
si2_r001_m400.01 342.947000 50 51 257669 49 47 100000000 1485.000
si2_r001_m400.03 5844.111000 61 61 37763 53 49 100000000 13826.000
si2_r001_m400.04 488.925000 7935 6067 100000000 2554 43 100000000 3695.000
si2_r001_m400.05 1161.823000 146 121 100000000 88 48 100000000 3375.000
si2_r001_m400.02 210.967000 48 47 100000000 45 45 100000000 1159.000
si2_r001_m400.00 1405.786000 57 58 1283 52 51 100000000 1979.000
si2_r001_m400.07 180503.559000 72 61 100000000 51 47 100000000 3776.000
si4_b03m_m800.03 47.992000 176 163 26 166 148 2 4105.000
si4_b03m_m800.05 67.989000 108 108 41 105 104 1 4312.000
si4_b03m_m800.06 43.993000 291 287 26 284 272 1 3826.000
si4_b03m_m800.01 84.987000 248 246 39 243 234 2 3684.000
si4_b03m_m800.08 74.988000 246 152 38 139 138 1 4249.000
si4_b03m_m800.09 48.992000 137 138 28 133 131 2 4136.000
si4_b03m_m800.00 55.991000 165 163 38 158 156 1 3804.000
si4_b03m_m800.02 47.992000 112 116 37 103 102 2 4388.000
si4_b03m_m800.07 44.993000 154 153 38 156 146 1 3671.000
si4_b03m_m800.04 81.987000 148 197 38 138 135 1 4522.000
si2_r01_m200.03 29339575.706000 132539 135683 107475 69693 12107 100000000 230865.000
si2_r01_m200.00 31810337.093000 1698 1728 1022 945 187 100000000 811066.000
si2_r01_m200.05 57173546.299000 944 959 603 608 180 100000000 165762.000
si2_r01_m200.01 210613.981000 5110 5039 3789 2901 787 100000000 487573.000
si2_r01_m200.08 1312992.394000 119 119 2 118 114 100000000 532945.000
si2_r01_m200.06 2704485.855000 26340 26817 21701 14093 2760 100000000 1023045.000
si2_r01_m200.09 655543.342000 20792 21016 16434 11058 1526 100000000 1187681.000
si2_r01_m200.02 5156590.079000 1500 1559 1130 854 297 100000000 602896.000
si2_r01_m200.07 62276689.504000 3500 3596 2640 2034 345 100000000 66073.000
si2_r01_m200.04 473616.999000 416 420 223 271 157 100000000 237960.00
si2_r01_m400.04 100000000 21975 22311 13449 14715 3566 100000000 10129856.000
si2_r01_m400.00 100000000 53407 54575 36041 30280 4772 100000000 11216328.000
si2_r01_m400.07 100000000 697437 713271 488497 366220 61370 100000000 100000000
si2_r01_m400.09 100000000 118474 121123 83290 62917 9298 100000000 50509914.000
si2_r01_m400.01 100000000 56949 57864 39411 29333 5816 100000000 71131413.000
si2_r01_m400.03 100000000 4301 4294 1382 3586 2120 100000000 19386961.000
si2_r01_m400.02 100000000 72216 73474 50061 38687 7843 100000000 47657007.000
si2_r01_m400.05 100000000 178513 179522 122493 94981 17284 100000000 23128895.000
si2_r01_m400.06 100000000 54081 55072 36543 34452 9802 100000000 11607649.000
si2_r01_m400.08 53069369.229000 17897 18197 11100 10641 3619 100000000 48030164.000
si4_m4D_m625.09 197.969000 181 178 27 175 171 0 4495.000
si4_m4D_m625.03 416.936000 208 205 28 202 208 0 3049.000
si4_m4D_m625.07 540.917000 208 135 44 124 156 100000000 8064.000
si4_m4D_m625.02 1730.736000 382 376 879 278 119 0 9449.000
si4_m4D_m625.00 368.943000 190 189 28 189 186 0 2778.000
si4_m4D_m625.01 1131.827000 181 182 143 203 150 100000000 33582.000
si4_m4D_m625.04 142.978000 157 155 35 153 160 0 2917.000
si4_m4D_m625.06 172.973000 183 182 29 186 187 0 2878.000
si4_m4D_m625.08 872.867000 124 129 24 126 147 40923 11440.00
si4_m4D_m625.05 343.947000 286 288 19 282 293 0 4395.000
si6_m4Dr6_m256.05 33.994000 39 40 6 39 41 0 1246.000
si6_m4Dr6_m256.04 42.993000 78 80 9 80 81 0 1583.000
si6_m4Dr6_m256.03 13.997000 37 37 4 37 39 0 1240.00
si6_m4Dr6_m256.02 22.996000 49 57 7 56 37 0 1483.000
si6_m4Dr6_m256.08 23.996000 41 40 4 50 34 1 1243.000
si6_m4Dr6_m256.00 40.993000 78 80 6 80 76 0 1253.000
si6_m4Dr6_m256.09 12.998000 59 60 4 59 59 0 1065.000
si6_m4Dr6_m256.07 19.996000 73 72 4 72 70 0 1146.000
si6_m4Dr6_m256.06 13.997000 75 57 6 65 56 0 1046.000
si6_m4Dr6_m256.01 20.996000 101 102 4 63 62 0 1333.000
si6_b09_m400.07 1150.825000 303 304 18 303 330 0 3068.000
si6_b09_m400.03 1949.703000 303 304 18 343 355 0 2431.000
si6_b09_m400.04 1757.732000 304 305 19 376 353 0 2713.000
si6_b09_m400.06 1365.792000 304 348 28 311 356 0 2453.000
si6_b09_m400.05 1979.699000 320 313 19 333 332 0 2777.000
si6_b09_m400.09 1190.818000 324 305 29 310 330 0 2474.000
si6_b09_m400.02 1556.763000 375 305 27 304 341 0 3025.000
si6_b09_m400.01 1179.820000 305 306 18 308 342 0 3056.000
si6_b09_m400.08 1138.826000 304 304 18 306 353 0 2620.00
si6_b09_m400.00 1779.729000 460 473 29 461 347 0 2515.000
si6_b06_m400.03 756.884000 160 161 14 240 196 0 2148.000
si6_b06_m400.08 1383.789000 159 160 14 159 199 0 2028.000
si6_b06_m400.07 1131.827000 159 179 14 158 198 0 2000.0
si6_b06_m400.04 1439.781000 159 160 14 159 209 0 2137.000
si6_b06_m400.05 1434.781000 173 172 14 159 210 0 2197.000
si6_b06_m400.06 744.886000 166 216 14 158 209 0 2566.000
si6_b06_m400.02 1389.788000 159 160 14 228 209 0 2165.000
si6_b06_m400.01 721.890000 159 176 17 159 208 0 2290.00
si6_b06_m400.00 736.887000 159 160 15 158 198 0 2246.000
si6_b06_m400.09 762.884000 160 161 14 204 199 0 2379.000
si6_b03m_m200.04 4.999000 50 50 5 50 33 0 869.000
si6_b03m_m200.07 6.998000 10 10 3 10 11 0 767.000
si6_b03m_m200.08 7.998000 10 12 5 16 11 0 938.000
si6_b03m_m200.02 6.998000 13 14 2 13 15 0 788.000
si6_b03m_m200.03 8.998000 14 23 5 23 15 0 978.000
si6_b03m_m200.06 4.999000 13 14 3 14 15 0 796.000
si6_b03m_m200.01 8.998000 16 16 3 16 12 0 733.000
si6_b03m_m200.09 4.999000 19 17 2 18 18 0 827.000
si6_b03m_m200.00 5.999000 12 13 4 11 12 0 766.000
si6_b03m_m200.05 6.998000 16 15 2 14 16 0 799.000
si4_b06_m800.04 3403.482000 451 417 64 422 491 0 4554.000
si4_b06_m800.00 4178.364000 461 421 43 472 488 0 4533.000
si4_b06_m800.08 3627.448000 419 418 42 424 469 0 4549.000
si4_b06_m800.05 6786.968000 418 417 44 418 490 1 4823.000
si4_b06_m800.03 6846.959000 418 417 42 413 506 0 4467.000
si4_b06_m800.06 3447.475000 448 417 47 413 500 0 4485.000
si4_b06_m800.07 3538.462000 437 560 67 448 472 0 4457.000
si4_b06_m800.01 3402.482000 419 419 43 413 471 0 4981.000
si4_b06_m800.02 3377.486000 420 422 48 414 494 0 5739.000
si4_b06_m800.09 3480.470000 420 419 43 414 501 1 4313.000
si6_b09m_m200.07 13.997000 59 60 3 61 60 0 901.000
si6_b09m_m200.06 23.996000 51 58 4 57 45 0 1013.000
si6_b09m_m200.01 21.996000 111 109 3 88 85 0 1071.000
si6_b09m_m200.08 15.997000 46 47 5 48 46 0 895.000
si6_b09m_m200.00 21.996000 86 98 4 98 82 0 923.000
si6_b09m_m200.09 11.998000 81 86 5 83 80 0 1009.000
si6_b09m_m200.02 22.996000 155 135 4 115 96 0 1006.000
si6_b09m_m200.05 12.998000 112 105 5 99 94 0 1065.000
si6_b09m_m200.03 13.997000 39 41 3 40 40 0 999.000
si6_b09m_m200.04 16.997000 72 69 4 69 65 0 954.000
si4_b09m_m400.07 33.994000 192 192 8 191 180 0 1344.000
si4_b09m_m400.06 58.991000 200 201 7 201 186 0 1378.000
si4_b09m_m400.00 57.991000 151 100 12 129 96 1 1324.000
si4_b09m_m400.08 32.994000 110 110 8 110 104 1 1735.000
si4_b09m_m400.04 107.983000 115 116 8 115 108 0 1350.00
si4_b09m_m400.09 32.994000 97 98 8 101 94 0 1602.000
si4_b09m_m400.02 33.994000 164 165 7 163 154 0 1412.000
si4_b09m_m400.03 32.994000 126 119 9 116 111 0 1357.000
