instance lad vbdpd vbbjdpd vbbjdpdnosup vbbjdpdnocad tvbbjdpd vf2 snd
si4_b09m_m400.01 38.994000 100 98 8 100 93 0 1394.000
si4_b09m_m400.05 58.991000 163 163 9 163 151 1 1497.000
si6_m4Dr4_m1296.03 350.946000 1535 1593 187 1544 1424 10 31031.000
si6_m4Dr4_m1296.06 1137.827000 1653 1660 235 1624 1572 10 36407.000
si6_m4Dr4_m1296.04 477.927000 1383 1402 180 1378 1314 10 37633.000
si6_m4Dr4_m1296.01 338.948000 824 900 173 782 783 10 30814.000
si6_m4Dr4_m1296.09 577.912000 1373 1404 230 1388 1298 10 34906.000
si6_m4Dr4_m1296.02 570.913000 1050 1044 179 1004 979 9 34967.000
si6_m4Dr4_m1296.08 340.948000 879 881 171 840 841 10 35133.000
si6_m4Dr4_m1296.05 715.891000 969 1059 220 937 919 10 33048.000
si6_m4Dr4_m1296.07 489.925000 1782 2051 176 1733 1685 10 31066.000
si6_m4Dr4_m1296.00 381.941000 776 779 169 787 740 10 34889.000
si6_b06_m200.09 113.982000 42 45 3 40 47 0 1219.000
si6_b06_m200.03 207.968000 42 48 5 45 48 0 851.000
si6_b06_m200.05 206.968000 41 40 3 40 50 0 954.000
si6_b06_m200.00 207.968000 39 45 3 58 47 0 846.000
si6_b06_m200.08 199.969000 39 41 3 40 48 0 1032.000
si6_b06_m200.02 114.982000 41 40 5 40 49 0 869.000
si6_b06_m200.06 114.982000 43 43 3 42 50 0 1087.000
si6_b06_m200.04 106.983000 39 40 3 40 50 0 848.000
si6_b06_m200.01 112.982000 41 42 5 41 49 0 869.000
si6_b06_m200.07 160.975000 39 57 3 56 50 0 816.000
si4_m4Dr6_m625.02 54.991000 227 224 31 143 150 1 2624.000
si4_m4Dr6_m625.06 743.886000 313 325 30 303 293 1 2606.000
si4_m4Dr6_m625.03 256.960000 151 150 23 147 146 1 3075.000
si4_m4Dr6_m625.07 1158.823000 177 174 71 171 169 1 2401.000
si4_m4Dr6_m625.08 103.984000 131 129 20 127 127 1 2944.000
si4_m4Dr6_m625.09 61.990000 149 149 30 221 142 1 2688.000
si4_m4Dr6_m625.00 79.987000 143 142 19 139 138 1 2460.00
si4_m4Dr6_m625.01 166.974000 142 140 20 138 134 1 2930.00
si4_m4Dr6_m625.05 56.991000 141 140 20 135 132 2 3099.000
si4_m4Dr6_m625.04 62.990000 259 246 19 246 232 3 2384.000
si6_b06m_m200.09 8.998000 56 37 4 38 36 0 792.000
si6_b06m_m200.02 13.997000 17 17 2 20 18 0 890.00
si6_b06m_m200.05 8.998000 44 29 4 31 29 0 842.000
si6_b06m_m200.00 14.997000 30 30 2 30 30 0 835.000
si6_b06m_m200.07 14.997000 77 79 4 79 75 0 1077.000
si6_b06m_m200.04 7.998000 29 29 4 29 30 0 850.00
si6_b06m_m200.08 8.998000 31 29 4 30 30 0 1092.000
si6_b06m_m200.06 9.998000 15 16 4 15 17 0 826.000
si6_b06m_m200.03 12.998000 52 51 2 51 78 0 862.000
si6_b06m_m200.01 7.998000 55 56 3 57 56 0 1089.000
si6_m4Dr4_m256.05 32.994000 126 132 5 145 115 0 1040.00
si6_m4Dr4_m256.03 81.987000 135 131 7 115 98 0 1091.000
si6_m4Dr4_m256.02 12.998000 65 71 11 66 64 0 1056.000
si6_m4Dr4_m256.01 21.996000 58 59 6 58 56 0 1065.000
si6_m4Dr4_m256.08 122.981000 39 40 5 39 39 0 1549.000
si6_m4Dr4_m256.09 70.989000 58 37 5 37 38 0 1085.000
si6_m4Dr4_m256.07 39.993000 66 68 4 66 66 0 1044.000
si6_m4Dr4_m256.06 40.993000 65 66 5 65 64 0 1296.000
si6_m4Dr4_m256.04 11.998000 84 103 6 89 78 1 1013.000
si6_m4Dr4_m256.00 47.992000 66 69 5 68 65 0 1158.000
si4_r001_m600.01 10670.377000 476 473 39018 478 444 100000000 5205.000
si4_r001_m600.08 28282.700000 497 540 267305 481 449 100000000 3811.000
si4_r001_m600.02 32282.092000 533 546 6567 528 469 100000000 5198.000
si4_r001_m600.07 7940.792000 464 472 3460 460 436 100000000 2951.000
si4_r001_m600.05 4363.336000 487 491 114 522 461 100000000 4218.000
si4_r001_m600.06 13742.910000 519 792 61583 507 475 100000000 8739.000
si4_r001_m600.00 131809.961000 503 504 26391 530 473 100000000 3591.000
si4_r001_m600.04 4675.289000 441 591 914 436 415 100000000 4743.000
si4_r001_m600.09 6229.053000 476 474 3576 469 451 100000000 9751.000
si4_r001_m600.03 211353.869000 466 464 93045 461 429 100000000 17530.00
si2_b09m_m200.08 4.999000 55 53 2 53 53 0 722.000
si2_b09m_m200.06 8.998000 21 21 1 18 16 0 570.00
si2_b09m_m200.03 10.998000 42 29 2 39 29 0 588.000
si2_b09m_m200.09 9.998000 14 14 1 14 15 0 754.000
si2_b09m_m200.04 10.998000 46 33 2 40 31 0 739.000
si2_b09m_m200.00 6.998000 50 51 2 53 50 0 558.000
si2_b09m_m200.01 7.998000 21 21 1 21 17 0 677.000
si2_b09m_m200.05 7.998000 15 15 1 22 16 0 727.000
si2_b09m_m200.07 6.998000 25 25 1 25 26 0 589.000
si2_b09m_m200.02 9.998000 25 25 1 37 26 0 568.000
si6_b03_m200.01 52.991000 15 19 2 13 22 0 942.000
si6_b03_m200.03 62.990000 15 15 3 15 23 0 836.000
si6_b03_m200.04 99.984000 23 23 4 15 22 0 760.00
si6_b03_m200.08 100.984000 22 18 4 22 25 0 779.000
si6_b03_m200.07 100.984000 13 13 2 13 23 0 788.000
si6_b03_m200.09 55.991000 13 14 2 15 22 0 1097.000
si6_b03_m200.05 97.985000 14 15 2 13 23 0 779.000
si6_b03_m200.02 54.991000 13 14 2 14 24 0 787.000
si6_b03_m200.06 52.991000 22 13 2 13 23 0 753.000
si6_b03_m200.00 58.991000 13 13 2 16 23 0 819.000
si6_b09_m200.09 166.974000 111 112 7 105 80 0 1162.000
si6_b09_m200.06 199.969000 74 76 6 76 85 0 1069.000
si6_b09_m200.08 267.959000 84 115 7 115 83 0 1102.000
si6_b09_m200.03 297.954000 95 89 5 75 83 0 1317.000
si6_b09_m200.00 302.953000 73 75 4 80 85 0 1012.000
si6_b09_m200.02 171.973000 117 90 7 104 82 0 1438.000
si6_b09_m200.07 215.967000 74 100 4 75 84 0 923.000
si6_b09_m200.04 170.974000 116 76 7 89 85 0 937.000
si6_b09_m200.01 173.973000 76 76 5 86 85 0 984.000
si6_b09_m200.05 176.973000 74 82 7 84 85 0 945.000
g10_g11 .999000 1 1 0 0 1 0 340.00
g10_g12 3.999000 1 1 0 1 1 0 417.000
g10_g13 .999000 2 2 0 2 2 1167122 400.0
g10_g14 .999000 1 1 0 2 1 65679 422.000
g10_g15 .999000 4 6 0 4 4 29287061 466.000
g10_g16 63.990000 16 16 42 29 12 132511 751.000
g10_g20 19.996000 9 12 0 10 11 3 635.000
g10_g21 30.995000 77 81 0 77 79 0 863.000
g10_g22 5.999000 19 19 26 121 14 12769 434.000
g10_g23 232554.646000 311067 330485 331076 611208 152433 100000000 2412937.000
g10_g25 .999000 1 1 0 1 1 56562766 411.000
g10_g26 467454.936000 1069450 1136407 1813257 3207089 473581 100000000 736303.000
g10_g27 100000000 3260544 3440473 3188079 2890282 851737 100000000 29943284.000
g10_g28 .999000 1 1 0 1 1 0 386.000
g10_g29 34.994000 15 12 1 13 13 31734 867.000
g10_g30 42.993000 12 17 0 12 15 27684 920.00
g10_g31 40.993000 13 14 1 18 15 109 852.000
g10_g32 100.984000 606 605 0 602 561 0 1230.00
g10_g33 14.997000 5 7 1 5 6 2735 570.00
g10_g37 186583.634000 14011 14242 68865 10917 3323 100000000 67577.000
g10_g38 2.999000 3 3 0 2 2 0 405.000
g10_g40 63.990000 185 185 1 185 173 0 1275.000
g10_g41 7.998000 6 6 1 7 7 2120 475.000
g10_g42 591.910000 27 20 678 308 10 11448325 2143.000
g10_g43 6477.015000 389 383 206 245 26 100000000 67796.000
g10_g44 53.991000 32 26 3 22 23 155 947.000
g10_g45 29.995000 26 22 1 24 23 570 885.000
g10_g46 87892.638000 3361 3474 5842 1554 311 9171083 6194.000
g10_g47 77033.289000 3572 3806 6102 1509 144 8996655 5436.000
g10_g48 1127.828000 174 181 243 152 17 19960 1368.000
g10_g49 51.992000 284 405 592 293 17 100000000 1218.000
g10_g50 83.987000 147 147 1 147 142 0 1156.000
g11_g12 1.999000 2 2 0 1 1 100000000 325.000
g11_g13 .999000 2 2 0 1 1 1485557 521.000
g11_g14 .999000 1 1 0 1 1 61875 514.000
g11_g15 .999000 3 3 0 2 2 38558898 474.000
g11_g16 5.999000 4 2 0 4 2 94106 439.000
g11_g20 913.861000 251 258 211 120 20 298265 24350.00
g11_g21 70.989000 79 83 1 83 77 0 1216.000
g11_g22 2.999000 3 2 0 2 2 16604 517.000
g11_g23 43.993000 8 12 14 5811 10 100000000 838.000
g11_g25 .999000 3 3 0 3 2 619469 397.000
g11_g26 25.996000 7 7 16 7 8 100000000 547.000
g11_g27 183437.113000 75572 71785 69280 546295 12902 100000000 18635849.000
g11_g28 0 1 1 0 1 1 0 414.000
g11_g29 100000000 3763 3976 4186 1858 544 100000000 781634.000
g11_g30 100000000 3382 3589 3766 1710 347 100000000 639053.000
g11_g31 100000000 23044 24422 23778 11022 4475 100000000 4424936.000
g11_g32 85.986000 606 607 0 657 562 0 1664.000
g11_g33 .999000 4 4 0 3 3 3724 509.000
g11_g37 327.950000 11 11 21 517 13 66215432 1203.000
g11_g38 .999000 5 5 0 7 6 100000000 509.000
g11_g40 93.985000 189 187 1 187 175 675 1213.000
g11_g41 0 5 3 0 5 3 2771 488.000
g11_g42 69.989000 8 8 2 28 10 807376 730.00
g11_g43 53.991000 100000000 100000000 100000000 100000000 15754 100000000 100000000
g11_g44 459975.073000 16312 16993 17639 8047 2351 100000000 3204533.000
g11_g45 431868.346000 17607 16784 16808 8203 2736 100000000 2880357.000
g11_g46 816.875000 94 97 155 67 29 100000000 12949.000
g11_g47 857.869000 93 95 276 112 29 100000000 12702.000
g11_g48 1749.734000 207 214 303 123 41 100000000 35143.000
g11_g49 41754091.413000 4912244 4998968 11868203 100000000 998196 100000000 100000000
g11_g50 116.982000 152 158 2 160 142 100000000 1424.000
g12_g20 96.985000 27 27 13 6288 17 100000000 573.000
g12_g21 118.981000 81 81 0 81 75 0 1355.000
g12_g23 .999000 4 4 0 4 4 1082242 508.000
g12_g26 .999000 4 5 0 4 4 4437 462.000
g12_g27 2.999000 7 6 0 6 6 100000000 575.000
g12_g29 56.991000 29 19 7 69 18 100000000 618.000
g12_g30 73.988000 19 19 4 62 18 100000000 574.000
g12_g31 166.974000 36 33 15 295 21 100000000 548.000
g12_g32 155.976000 610 612 1 606 569 0 2723.000
g12_g38 .999000 3 3 1 2 2 100000000 510.00
g12_g40 127.980000 262 261 64 931 180 100000000 1507.000
g12_g43 102.984000 19 20 17 100000000 20 100000000 1814.000
g12_g44 94.985000 37 52 16 342 29 100000000 661.000
g12_g45 95.985000 33 37 8 199 29 100000000 605.000
g12_g46 7.998000 13 13 1 13 16 20 649.000
g12_g47 1.999000 18 19 1 19 15 17 610.00
g12_g48 21.996000 17 17 2 19 18 22 608.000
g12_g50 154.976000 153 153 1 153 145 100000000 1458.000
g13_g15 2.999000 5 5 0 5 7 12 705.000
g13_g20 419.936000 115 118 85 1284 31 6617 500.0
g13_g21 35.994000 81 81 0 81 78 0 1023.000
g13_g23 .999000 8 8 0 8 8 1 476.000
g13_g25 0 1 1 0 1 1 0 447.000
g13_g26 0 7 7 0 8 7 0 408.000
g13_g27 264.959000 171 137 105 2143 82 100000000 2712.000
g13_g29 48.992000 18 18 2 20 19 1 452.000
g13_g30 37.994000 18 18 2 19 19 2 573.000
g13_g31 53.991000 22 23 5 24 21 9 570.00
g13_g32 137.979000 613 631 1 608 568 0 1453.000
g13_g38 0 2 2 0 3 2 0 465.000
g13_g40 117.982000 192 192 1 192 181 0 1395.000
g13_g43 28.995000 7710186 2007594 2499031 68703809 30 100000000 1019.000
g13_g44 40.993000 34 36 7 36 32 10 568.000
g13_g45 34.994000 34 35 9 36 31 17 585.000
g13_g46 28.995000 18 18 1 18 21 0 531.000
g13_g47 25.996000 18 18 1 18 19 0 530.00
g13_g48 37.994000 19 20 1 20 22 1 569.000
g13_g49 912.861000 36 37 3 86150 32 11949244 6314.000
g13_g50 116.982000 154 155 1 154 145 0 1425.000
g14_g15 .999000 2 3 0 2 2 5693174 459.000
g14_g20 6563.002000 868 662 531 1249 107 100000000 65735.000
g14_g21 65.989000 80 96 1 83 77 0 1169.000
g14_g23 5.999000 5 5 0 34 7 100000000 509.000
g14_g25 0 1 1 0 1 1 304 379.000
g14_g26 5.999000 12 12 1 14 10 100000000 483.000
g14_g27 24624.256000 55 53 16 1334 29 100000000 1577.000
g14_g29 44.993000 17 17 4 20 18 100000000 514.000
g14_g30 28.995000 17 17 4 29 17 100000000 514.000
g14_g31 75.988000 20 20 6 25 20 100000000 583.000
g14_g32 83.987000 608 605 1 605 564 0 1297.000
g14_g38 3.999000 3 3 0 3 3 0 455.000
g14_g40 78.987000 190 190 1 190 180 100000000 1408.000
g14_g43 32.994000 21 21 4 27 23 100000000 8147.000
g14_g44 67.989000 31 34 6 36 30 100000000 810.00
g14_g45 56.991000 30 31 5 36 30 100000000 704.000
g14_g46 24.996000 17 20 1 17 19 4664953 580.00
g14_g47 17.997000 17 17 1 17 18 4779005 538.000
g14_g48 42.993000 26 25 3 27 20 81109185 514.000
g14_g49 8754.669000 16464 459 5715 100000000 235 100000000 48269.000
g14_g50 118.981000 152 152 2 152 142 0 1323.000
g15_g20 68.989000 25 25 5 2446 17 2946 467.000
g15_g21 67.989000 82 82 0 82 78 0 1026.000
g15_g23 .999000 8 8 0 6 6 1 435.000
g15_g25 0 2 2 0 2 1 0 452.000
g15_g26 0 8 8 0 9 5 0 380.00
g15_g27 19.996000 19 13 7 336 10 100000000 805.000
g15_g29 21.996000 19 25 1 20 25 3 552.000
g15_g30 23.996000 18 18 1 19 20 3 408.000
g15_g31 45.993000 22 21 2 24 21 18 473.000
g15_g32 112.982000 615 609 1 632 568 0 1375.000
g15_g38 0 2 2 0 2 2 0 389.000
g15_g40 101.984000 195 195 1 194 181 630773 1370.00
g15_g43 4299.346000 5903356 704968 824723 100000000 3123 100000000 3560440.00
g15_g44 31.995000 40 34 2 37 34 34 572.000
g15_g45 28.995000 34 34 2 37 34 22 467.000
g15_g46 4.999000 16 16 0 16 18 0 567.000
g15_g47 3.999000 22 22 1 22 18 0 545.000
g15_g48 32.994000 20 20 1 19 21 0 546.000
g15_g49 89.986000 48 48 4 708 46 1 773.000
g15_g50 109.983000 183 186 2 185 146 0 1310.00
g16_g20 100000000 582912 569627 478641 267388 134182 100000000 6195998.000
g16_g21 105.983000 84 85 0 84 80 0 1149.000
g16_g22 .999000 3 2 0 3 2 0 410.00
g16_g23 1.999000 12 12 0 12 12 18353490 597.000
g16_g25 .999000 2 2 0 2 1 3 552.000
g16_g26 2.999000 10 16 1 16 10 20439223 520.00
g16_g27 2498.620000 21968 22944 20042 285363 6182 100000000 136503.000
g16_g28 0 1 1 0 2 1 0 491.000
g16_g29 2823.570000 59 61 54 40 27 100000000 678.000
g16_g30 2136.675000 87 60 51 40 27 100000000 719.000
g16_g31 21541.725000 119 188 187 111 36 100000000 1005.000
g16_g32 130.980000 616 615 1 613 572 0 1898.000
g16_g33 .999000 4 3 0 4 3 0 406.000
g16_g37 66.989000 32 36 2 33 33 356267 663.000
g16_g38 1.999000 2 2 0 2 2 424 459.000
g16_g40 237.963000 214 213 2 213 184 100000000 1476.000
g16_g43 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g16_g44 4662.291000 137 143 182 150 49 100000000 1451.000
g16_g45 4304.345000 157 191 171 93 54 100000000 1333.000
g16_g46 572.912000 26 26 10 27 27 100000000 582.000
g16_g47 406.938000 26 26 10 27 27 100000000 543.000
g16_g48 1091.834000 44 45 26 45 28 100000000 528.000
g16_g49 106253.846000 49327 50509 1719786 6417531 13034 100000000 8197450.00
g16_g50 198.969000 160 162 1 161 150 2075 1530.00
g17_g18 9.998000 3 3 0 3 6 0 620.00
g17_g19 12.998000 11 10 8 9 7 72893 550.00
g17_g20 23.996000 12 9 0 9 12 0 799.000
g17_g21 52.991000 78 78 0 78 74 0 1146.000
g17_g22 107.983000 6 6 1292 6 4 505795 522.000
g17_g23 2.999000 4 4 0 4 4 100000000 410.00
g17_g24 .999000 0 1 0 0 0 2 497.000
g17_g25 .999000 3 3 0 3 2 100000000 412.000
g17_g26 2.999000 5 4 0 4 4 100000000 435.000
g17_g27 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g17_g28 .999000 1 1 0 1 1 2 472.000
g17_g29 57.991000 12 12 1 13 15 0 949.000
g17_g30 66.989000 17 13 1 12 15 0 1051.000
g17_g31 50.992000 20 20 1 20 15 0 986.000
g17_g32 83.987000 611 605 1 604 557 0 1703.000
g17_g33 4772.274000 51 59 109 40 13 103316 14580.00
g17_g34 269.958000 4 4 20 4 2 2035 483.000
g17_g35 312.952000 12 16 27 38 15 35414 978.000
g17_g36 534.918000 10 15 37 11 11 41740 603.000
g17_g37 7370.879000 7475 7898 123464 3603 182 100000000 6190296.000
g17_g38 1.999000 5 5 0 5 3 100000000 531.000
g17_g39 190.970000 8 10 3 7 10 0 1980.00
g17_g40 149.977000 186 185 1 185 174 0 1396.000
g17_g41 1806.725000 101 106 179 64 17 83471 16371.000
g17_g42 24299.305000 4098 4158 13108 15106 855 100000000 62525.000
g17_g43 105.983000 100000000 100000000 100000000 100000000 2195 100000000 74875.000
g17_g44 50.992000 25 30 1 23 25 5 1069.000
g17_g45 52.991000 27 34 2 25 25 0 1077.000
g17_g46 81.987000 14 17 1 13 17 5 910.00
g17_g47 63.990000 21 21 1 15 16 3 953.000
g17_g48 60.990000 15 15 1 15 16 4 1035.000
g17_g49 76.988000 23 15 192156 15 17 100000000 2160.00
g17_g50 117.982000 148 147 1 148 138 0 78904.000
g18_g19 1.999000 5 4 0 3 4 8415 387.000
g18_g20 2529.615000 4382 4888 4684 2655 698 0 712.000
g18_g21 96.985000 79 79 1 80 76 0 1173.000
g18_g22 .999000 7 7 0 7 5 5442 451.000
g18_g23 2.999000 5 5 0 5 5 58412553 447.000
g18_g24 .999000 1 1 0 1 0 0 512.000
g18_g25 0 3 3 0 3 2 292595 539.000
g18_g26 1.999000 7 7 0 7 4 100000000 533.000
g18_g27 2.999000 9 7 0 7 7 100000000 475.000
g18_g28 0 1 1 0 1 1 0 432.000
g18_g29 414.936000 59 64 2165 39 75 1611958 5488.000
g18_g30 2117.678000 41 30 472 21 26 1190661 2508.000
g18_g31 117.982000 29 36 60 34 19 14600 2860.00
g18_g32 153.976000 614 606 1 651 558 0 1697.000
g18_g33 993.848000 50 50 89 44 23 4477 9898.000
g18_g34 96.985000 3 3 10 3 3 13 488.000
g18_g35 125.980000 12 14 37 12 12 1685 546.000
g18_g36 235.964000 6 5 29 6 5 2740 478.000
g18_g37 1261305.252000 55800 58734 974835 50099 6173 71029593 11213178.000
g18_g38 1.999000 5 5 0 5 3 100000000 453.000
g18_g39 37.994000 19 19 2 19 19 535 553.000
g18_g40 133.979000 187 188 1 187 177 0 1487.000
g18_g41 1193.818000 162 170 177 170 82 3146 6610.00
g18_g42 1762.732000 372 583 6571 12403 106 283495 24197.000
g18_g43 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18_g44 29290.547000 3073824 3165826 11359552 1335101 105156 100000000 2591683.000
g18_g45 28856933.079000 100000000 100000000 8449538 100000000 245275 100000000 26382995.000
g18_g46 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18_g47 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18_g48 73648470.730000 100000000 100000000 100000000 59499911 100000000 100000000 100000000
g18_g49 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18_g50 156.976000 149 150 1 149 140 100000000 100000000
g19_g20 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g19_g21 69.989000 83 83 1 91 79 0 1103.000
g19_g22 2.999000 2 2 0 3 2 157334 434.000
g19_g23 3.999000 10 9 0 9 7 100000000 475.000
g19_g25 .999000 2 2 0 2 1 981957 508.000
g19_g26 1.999000 6 6 0 7 6 100000000 467.000
g19_g27 240079.502000 431630 450377 379371 5342373 69255 100000000 100000000000.0
g19_g28 0 1 1 0 1 1 0 493.000
g19_g29 100000000 15826870 16592258 18885533 5907286 100000000 100000000 100000000
g19_g30 100000000 12351972 12992059 15081001 4614681 100000000 100000000 100000000
g19_g31 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g19_g32 123.981000 618 638 1 621 565 0 2127.000
g19_g33 2.999000 3 3 0 3 3 75268 421.000
g19_g35 0 2 4 1 3 2 4282 459.000
g19_g37 1059.838000 50 50 368 945 47 100000000 3435.000
g19_g38 2.999000 2 2 0 2 2 100000000 436.000
g19_g40 246.962000 195 195 2 195 192 4722 1326.000
g19_g41 1.999000 5 5 3 3 3 21361 469.000
g19_g42 123.981000 12 13 3 12 12 100000000 522.000
g19_g43 100000000 6049219 6213344 100000000 100000000 100000000 100000000 100000000
g19_g44 100000000 100000000 100000000 100000000 53979693 100000000 100000000 100000000
g19_g45 100000000 100000000 100000000 100000000 48570993 100000000 100000000 100000000
g19_g46 610014.263000 11400 11754 28894 4310 1447 100000000 1264403.000
g19_g47 592450.933000 11140 11511 28295 4233 1394 100000000 1159207.000
g19_g48 2670433.032000 46360 47559 92664 17311 5815 100000000 3805429.000
g19_g49 23394115.553000 73786 75094 13134148 100000000 15762 100000000 9200930.00
g19_g50 283.956000 190 157 1 157 147 0 32068298.000
g2_g10 0 1 1 0 1 2 0 401.000
g2_g11 .999000 1 1 0 1 3 0 352.000
g2_g12 .999000 1 1 0 1 3 0 359.000
g2_g13 .999000 1 1 0 1 3 0 401.000
g2_g14 .999000 1 1 0 1 2 0 349.000
g2_g15 0 2 2 0 2 3 0 360.00
g2_g16 1.999000 2 2 0 1 3 0 369.000
g2_g17 .999000 0 0 0 0 1 0 321.000
g2_g18 .999000 1 1 0 1 2 0 313.000
g2_g19 1.999000 1 1 0 1 3 0 348.000
g2_g20 3.999000 6 6 0 6 8 0 482.000
g2_g21 7.998000 74 74 0 74 71 0 566.000
g2_g22 1.999000 1 1 0 1 2 0 384.000
g2_g23 1.999000 3 4 0 3 5 0 429.000
g2_g24 .999000 1 2 2 3 3 6 368.000
g2_g25 .999000 1 1 0 1 3 0 370.00
g2_g26 1.999000 4 4 0 4 5 24255 478.000
g2_g27 3.999000 7 7 0 7 7 0 440.00
g2_g28 0 2 2 0 1 4 1 364.000
g2_g29 5.999000 7 7 0 7 9 0 461.000
g2_g3 1.999000 0 0 0 0 2 1 484.000
g2_g30 4.999000 7 8 0 8 9 0 472.000
g2_g31 5.999000 11 10 0 11 11 0 474.000
g2_g32 12.998000 602 596 0 600 559 0 535.000
g2_g33 2.999000 2 3 0 3 4 0 491.000
g2_g34 2.999000 1 1 0 2 3 0 452.000
g2_g35 2.999000 2 3 0 3 4 0 431.000
g2_g36 3.999000 2 2 0 3 4 0 427.000
g2_g37 5.999000 5 6 0 6 7 0 526.000
g2_g38 .999000 2 2 0 2 4 0 402.000
g2_g39 3.999000 2 2 0 2 3 0 449.000
g2_g4 0 0 0 0 0 2 0 274.000
g2_g40 14.997000 183 183 1 183 169 0 640.00
g2_g41 4.999000 3 3 0 2 4 0 458.000
g2_g42 3.999000 3 3 0 3 5 0 471.000
g2_g43 5.999000 10 9 0 9 11 0 475.000
g2_g44 5.999000 12 12 0 12 14 0 566.000
g2_g45 4.999000 16 15 0 12 13 0 642.000
g2_g46 5.999000 7 7 0 7 8 0 664.000
g2_g47 4.999000 9 7 0 7 9 0 619.000
g2_g48 7.998000 10 11 0 11 9 0 498.000
g2_g49 6.998000 10 11 0 8 10 0 545.000
g2_g5 .999000 0 0 0 0 3 0 259.000
g2_g50 17.997000 142 141 0 141 132 0 649.000
g2_g6 0 0 0 0 0 2 0 326.000
g2_g7 .999000 0 0 0 0 2 0 288.000
g2_g8 0 0 0 0 0 2 0 407.000
g2_g9 .999000 0 0 0 1 2 0 344.000
g20_g21 571.913000 136 139 13 381 99 0 1983.000
g20_g23 .999000 7 8 0 7 7 0 587.000
g20_g26 .999000 7 7 0 7 7 0 563.000
g20_g27 .999000 9 9 0 9 9 137 706.000
g20_g29 .999000 13 13 0 13 13 1 567.000
g20_g30 .999000 13 13 0 13 13 0 579.000
g20_g31 .999000 16 16 1 18 14 3 572.000
g20_g32 1069.837000 647 645 4 650 593 0 5472.000
g20_g38 .999000 9 9 0 9 7 0 692.000
g20_g40 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g20_g43 1.999000 12 12 1 16 12 5 594.000
g20_g44 .999000 14 14 0 14 13 8 628.000
g20_g45 1.999000 14 15 1 14 14 7 630.00
g20_g48 .999000 13 13 0 13 13 0 603.000
g20_g50 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g21_g27 .999000 79 78 0 79 74 0 781.000
g21_g32 4795.271000 763 766 8 760 666 0 12666.000
g21_g40 49.992000 272 280 4 273 254 3 1010.00
g21_g50 .999000 216 266 3 218 200 100000000 933.000
g22_g23 2.999000 7 7 0 7 7 100000000 590.00
g22_g25 .999000 3 3 0 2 2 1870 590.00
g22_g26 2.999000 6 6 0 6 6 100000000 541.000
g22_g27 17.997000 28 36 9 89 28 100000000 575.000
g22_g28 0 2 1 0 1 1 0 554.000
g22_g29 38.994000 38 38 12 42 23 100000000 531.000
g22_g30 49.992000 25 24 6 27 22 100000000 631.000
g22_g31 100000000 28 29 8 33 25 100000000 606.000
g22_g32 281.957000 615 613 1 612 570 0 2310.00
g22_g33 .999000 6 6 0 6 6 3 385.000
g22_g37 48.992000 18 18 6 28 19 100000000 824.000
g22_g38 2.999000 3 3 0 3 3 78 674.000
g22_g40 221.966000 197 196 2 196 183 100000000 1550.00
g22_g43 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g22_g44 52.991000 46 47 9 77 42 100000000 622.000
g22_g45 44.993000 45 45 6 49 40 100000000 577.000
g22_g46 48.992000 25 25 5 25 26 100000000 530.00
g22_g47 56.991000 25 25 7 26 26 100000000 503.000
g22_g48 80.987000 26 27 8 29 26 100000000 534.000
g22_g49 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g22_g50 243.962000 158 166 3 167 149 100000000 1532.000
g23_g27 4.999000 21 21 1 21 14 100000000 553.000
g23_g32 252.961000 631 632 1 633 580 0 2836.000
g23_g40 292.955000 3402077 61582 50032 851243 202 100000000 1692.000
g23_g50 239.963000 173 173 2 100000000 162 100000000 1655.000
g24_g25 .999000 1 2 0 1 1 100000000 472.000
g24_g26 11.998000 5 5 1 99 7 100000000 806.000
g24_g27 15.997000 5 7 0 6 7 1 1391.000
g24_g28 0 3 2 0 2 2 0 340.00
g24_g29 100000000 100000000 5884 20318 6566 2513 100000000 662.000
g24_g30 100000000 100000000 6866 20857 6690 3239 100000000 625.000
g24_g31 100000000 100000000 52919 77963 49871 25138 100000000 1331.000
g24_g32 54.991000 606 606 0 602 559 0 1296.000
g24_g33 4.999000 4 3 0 3 3 38706 444.000
g24_g35 5.999000 4 5 1 3 5 6512 407.000
g24_g36 2.999000 4 5 0 3 3 2545 446.000
g24_g37 27.995000 9 9 1 7 9 30 4426.000
g24_g38 11.998000 5 5 40102 5 3 18509162 390.00
g24_g39 7.998000 4 3 0 3 3 878 456.000
g24_g40 53.991000 185 183 1 182 171 0 1236.000
g24_g41 4.999000 3 3 1 5 3 5722 500.0
