instance sat family size gpgnode/vbbjdpd flint/vbbjdpdfad
si6-b03-m200.05 1 3 200 121 121
si6-b03-m200.02 1 3 200 121 121
si6-b03-m200.06 1 3 200 121 121
si6-b03-m200.00 1 3 200 121 121
si6-b09-m200.09 1 3 200 121 121
si6-b09-m200.06 1 3 200 121 121
si6-b09-m200.08 1 3 200 121 121
si6-b09-m200.03 1 3 200 121 121
si6-b09-m200.00 1 3 200 121 121
si6-b09-m200.02 1 3 200 121 121
si6-b09-m200.07 1 3 200 121 121
si6-b09-m200.04 1 3 200 121 121
si6-b09-m200.01 1 3 200 121 121
si6-b09-m200.05 1 3 200 121 121
g10-g11 0 2 42 0 0
g10-g12 0 2 48 0 0
g10-g13 0 2 49 0 0
g10-g14 0 2 50 0 0
g10-g15 0 2 50 0 0
g10-g16 0 2 53 3476 2557
g10-g20 1 2 64 42 42
g10-g21 1 2 64 42 42
g10-g22 0 2 67 3 2
g10-g23 0 2 73 110400271 103081551
g10-g25 0 2 75 0 0
g10-g26 0 2 80 379830091 100000000
g10-g27 1 2 86 2127295083 100000000
g10-g28 0 2 97 0 0
g10-g29 1 2 100 97 97
g10-g30 1 2 100 62 62
g10-g31 1 2 100 54 54
g10-g32 1 2 100 42 42
g10-g33 0 2 101 15 9
g10-g37 0 2 120 5577421 4398897
g10-g38 0 2 121 0 0
g10-g40 1 2 121 42 42
g10-g41 0 2 128 4 3
g10-g42 0 2 128 2153 1155
g10-g43 1 2 128 192552 195248
g10-g44 1 2 128 517 517
g10-g45 1 2 128 125 125
g10-g46 1 2 128 1874351 1873456
g10-g47 1 2 128 1823699 1822906
g10-g48 1 2 128 85667 85662
g10-g49 1 2 128 128365 123209
g10-g50 1 2 128 42 42
g11-g12 0 2 48 0 0
g11-g13 0 2 49 0 0
g11-g14 0 2 50 0 0
g11-g15 0 2 50 0 0
g11-g16 0 2 53 0 0
g11-g20 1 2 64 98771 98394
g11-g21 1 2 64 43 43
g11-g22 0 2 67 0 0
g11-g23 0 2 73 17 17
g11-g25 0 2 75 0 0
g11-g26 0 2 80 1 1
g11-g27 0 2 86 15623755 11110169
g11-g28 0 2 97 0 0
g11-g29 0 2 100 1015197 992972
g11-g30 0 2 100 909528 888587
g11-g31 0 2 100 6924149 6846137
g11-g32 1 2 100 43 43
g11-g33 0 2 101 0 0
g11-g37 0 2 120 12 11
g11-g38 0 2 121 0 0
g11-g40 1 2 121 43 43
g11-g41 0 2 128 0 0
g11-g42 0 2 128 1 1
g11-g43 1 2 128 100000000 100000000
g11-g44 0 2 128 4787187 4702414
g11-g45 0 2 128 4612780 4528748
g11-g46 0 2 128 15610 14576
g11-g47 0 2 128 15339 14361
g11-g48 0 2 128 42216 40776
g11-g49 0 2 128 1439397615 100000000
g11-g50 1 2 128 43 43
g12-g20 0 2 64 353 353
g12-g21 1 2 64 46 46
g12-g23 0 2 73 0 0
g12-g26 0 2 80 0 0
g12-g27 0 2 86 0 0
g12-g29 0 2 100 117 117
g12-g30 0 2 100 106 105
g12-g31 0 2 100 461 458
g12-g32 1 2 100 46 46
g12-g38 0 2 121 0 0
g12-g40 1 2 121 13782 5837
g12-g43 0 2 128 18 18
g12-g44 0 2 128 239 232
g12-g45 0 2 128 230 224
g12-g46 0 2 128 2 2
g12-g47 0 2 128 2 2
g12-g48 0 2 128 7 7
g12-g50 1 2 128 46 46
g13-g15 1 2 50 41 41
g13-g20 0 2 64 15169 11641
g13-g21 1 2 64 40 40
g13-g23 0 2 73 0 0
g13-g25 0 2 75 0 0
g13-g26 0 2 80 0 0
g13-g27 0 2 86 38787 26032
g13-g29 0 2 100 65 65
g13-g30 0 2 100 69 64
g13-g31 0 2 100 289 269
g13-g32 1 2 100 40 40
g13-g38 0 2 121 0 0
g13-g40 1 2 121 40 40
g13-g43 1 2 128 1169334976 100000000
g13-g44 0 2 128 316 291
g13-g45 0 2 128 331 294
g13-g46 0 2 128 1 1
g13-g47 0 2 128 1 1
g13-g48 0 2 128 3 3
g13-g49 0 2 128 626 392
g13-g50 1 2 128 40 40
g14-g15 0 2 50 0 0
g14-g20 0 2 64 172492 176929
g14-g21 1 2 64 44 44
g14-g23 0 2 73 24 22
g14-g25 0 2 75 0 0
g14-g26 0 2 80 9 5
g14-g27 1 2 86 13039 7973
g14-g29 0 2 100 74 74
g14-g30 0 2 100 73 73
g14-g31 0 2 100 132 130
g14-g32 1 2 100 44 44
g14-g38 0 2 121 0 0
g14-g40 1 2 121 44 44
g14-g43 1 2 128 1782 1782
g14-g44 0 2 128 158 151
g14-g45 0 2 128 172 167
g14-g46 0 2 128 1 1
g14-g47 0 2 128 1 1
g14-g48 0 2 128 8 8
g14-g49 1 2 128 278923 20795
g14-g50 1 2 128 44 44
g15-g20 0 2 64 65 65
g15-g21 1 2 64 42 42
g15-g23 0 2 73 0 0
g15-g25 0 2 75 0 0
g15-g26 0 2 80 0 0
g15-g27 0 2 86 712 554
g15-g29 0 2 100 19 19
g15-g30 0 2 100 24 23
g15-g31 0 2 100 61 61
g15-g32 1 2 100 42 42
g15-g38 0 2 121 0 0
g15-g40 1 2 121 42 42
g15-g43 1 2 128 335117373 18661802
g15-g44 0 2 128 34 34
g15-g45 0 2 128 22 22
g15-g46 0 2 128 1 1
g15-g47 0 2 128 1 1
g15-g48 0 2 128 3 3
g15-g49 0 2 128 174 32
g15-g50 1 2 128 42 42
g16-g20 0 2 64 129542138 100000000
g16-g21 1 2 64 54 54
g16-g22 0 2 67 0 0
g16-g23 0 2 73 0 0
g16-g25 0 2 75 0 0
g16-g26 0 2 80 0 0
g16-g27 0 2 86 3393201 2360420
g16-g28 0 2 97 0 0
g16-g29 0 2 100 5558 5227
g16-g30 0 2 100 5329 4987
g16-g31 0 2 100 14844 13976
g16-g32 1 2 100 54 54
g16-g33 0 2 101 0 0
g16-g37 1 2 120 54 54
g16-g38 0 2 121 0 0
g16-g40 1 2 121 54 54
g16-g43 -1 2 128 100000000 100000000
g16-g44 0 2 128 15276 14654
g16-g45 0 2 128 15908 15306
g16-g46 0 2 128 56 53
g16-g47 0 2 128 58 57
g16-g48 0 2 128 265 258
g16-g49 0 2 128 6115002 1921725
g16-g50 1 2 128 54 54
g17-g18 1 2 64 65 65
g17-g19 0 2 64 1537 249
g17-g20 1 2 64 98 98
g17-g21 1 2 64 65 65
g17-g22 0 2 67 0 0
g17-g23 0 2 73 0 0
g17-g24 0 2 75 0 0
g17-g25 0 2 75 0 0
g17-g26 0 2 80 0 0
g17-g27 -1 2 86 100000000 100000000
g17-g28 0 2 97 0 0
g17-g29 1 2 100 65 65
g17-g30 1 2 100 67 67
g17-g31 1 2 100 79 79
g17-g32 1 2 100 65 65
g17-g33 0 2 101 9766 9062
g17-g34 0 2 120 0 0
g17-g35 0 2 120 75 74
g17-g36 0 2 120 1 1
g17-g37 1 2 120 2100378 2012814
g17-g38 0 2 121 0 0
g17-g39 1 2 121 223 205
g17-g40 1 2 121 65 65
g17-g41 0 2 128 12000 11226
g17-g42 0 2 128 825520 727509
g17-g43 1 2 128 100000000 100000000
g17-g44 1 2 128 251 251
g17-g45 1 2 128 3234 3234
g17-g46 1 2 128 307 307
g17-g47 1 2 128 298 298
g17-g48 1 2 128 353 353
g17-g49 1 2 128 434 418
g17-g50 1 2 128 65 65
g18-g19 0 2 64 0 0
g18-g20 1 2 64 3344950 3279904
g18-g21 1 2 64 65 65
g18-g22 0 2 67 0 0
g18-g23 0 2 73 0 0
g18-g24 0 2 75 0 0
g18-g25 0 2 75 0 0
g18-g26 0 2 80 0 0
g18-g27 0 2 86 0 0
g18-g28 0 2 97 0 0
g18-g29 1 2 100 40137 40153
g18-g30 1 2 100 10551 10551
g18-g31 1 2 100 12024 12024
g18-g32 1 2 100 65 65
g18-g33 0 2 101 6247 5490
g18-g34 0 2 120 0 0
g18-g35 0 2 120 0 0
g18-g36 0 2 120 0 0
g18-g37 0 2 120 13038244 12274859
g18-g38 0 2 121 0 0
g18-g39 0 2 121 0 0
g18-g40 1 2 121 65 65
g18-g41 0 2 128 5264 4670
g18-g42 0 2 128 46309 33315
g18-g43 -1 2 128 100000000 100000000
g18-g44 1 2 128 1523456796 100000000
g18-g45 1 2 128 100000000 100000000
g18-g46 -1 2 128 100000000 100000000
g18-g47 -1 2 128 100000000 100000000
g18-g48 1 2 128 100000000 100000000
g18-g49 -1 2 128 100000000 100000000
g18-g50 1 2 128 106 106
g19-g20 -1 2 64 100000000 100000000
g19-g21 1 2 64 65 65
g19-g22 0 2 67 0 0
g19-g23 0 2 73 0 0
g19-g25 0 2 75 0 0
g19-g26 0 2 80 0 0
g19-g27 0 2 86 50141612 34047978
g19-g28 0 2 97 0 0
g19-g29 -1 2 100 3248491970 100000000
g19-g30 -1 2 100 2531239730 100000000
g19-g31 -1 2 100 100000000 100000000
g19-g32 1 2 100 65 65
g19-g33 0 2 101 0 0
g19-g35 0 2 120 0 0
g19-g37 0 2 120 287 144
g19-g38 0 2 121 0 0
g19-g40 1 2 121 65 65
g19-g41 0 2 128 0 0
g19-g42 0 2 128 0 0
g19-g43 -1 2 128 404100714 100000000
g19-g44 -1 2 128 100000000 100000000
g19-g45 -1 2 128 100000000 100000000
g19-g46 0 2 128 1789706 1758056
g19-g47 0 2 128 1750412 1719554
g19-g48 0 2 128 7612771 7541239
g19-g49 0 2 128 4520667 1476273
g19-g50 1 2 128 65 65
g2-g10 1 2 41 11 11
g2-g11 1 2 42 11 11
g2-g12 1 2 48 11 11
g2-g13 1 2 49 11 11
g2-g14 1 2 50 23 23
g2-g15 1 2 50 13 13
g2-g16 1 2 53 11 11
g2-g17 1 2 64 11 11
g2-g18 1 2 64 11 11
g2-g19 1 2 64 11 11
g2-g20 1 2 64 11 11
g2-g21 1 2 64 11 11
g2-g22 1 2 67 11 11
g2-g23 1 2 73 11 11
g2-g24 0 2 75 8 8
g2-g25 1 2 75 13 13
g2-g26 1 2 80 11 11
g2-g27 1 2 86 11 11
g2-g28 1 2 97 11 11
g2-g29 1 2 100 11 11
g2-g3 0 2 10 461 341
g2-g30 1 2 100 11 11
g2-g31 1 2 100 11 11
g2-g32 1 2 100 11 11
g2-g33 1 2 101 11 11
g2-g34 1 2 120 11 11
g2-g35 1 2 120 39 39
g2-g36 1 2 120 11 11
g2-g37 1 2 120 11 11
g2-g38 1 2 121 11 11
g2-g39 1 2 121 11 11
g2-g4 1 2 10 11 11
g2-g40 1 2 121 11 11
g2-g41 1 2 128 11 11
g2-g42 1 2 128 11 11
g2-g43 1 2 128 11 11
g2-g44 1 2 128 11 11
g2-g45 1 2 128 11 11
g2-g46 1 2 128 11 11
g2-g47 1 2 128 11 11
g2-g48 1 2 128 11 11
g2-g49 1 2 128 11 11
g2-g5 1 2 11 11 11
g2-g50 1 2 128 11 11
g2-g6 1 2 19 11 11
g2-g7 1 2 20 11 11
g2-g8 1 2 30 11 11
g2-g9 1 2 37 368 368
g20-g21 1 2 64 3765 90
g20-g23 0 2 73 0 0
g20-g26 0 2 80 0 0
g20-g27 0 2 86 0 0
g20-g29 0 2 100 0 0
g20-g30 0 2 100 0 0
g20-g31 0 2 100 0 0
g20-g32 1 2 100 65 65
g20-g38 0 2 121 0 0
g20-g40 -1 2 121 100000000 100000000
g20-g43 0 2 128 0 0
g20-g44 0 2 128 0 0
g20-g45 0 2 128 0 0
g20-g48 0 2 128 0 0
g20-g50 -1 2 128 100000000 100000000
g21-g27 0 2 86 0 0
g21-g32 1 2 100 65 65
g21-g40 0 2 121 0 0
g21-g50 0 2 128 0 0
g22-g23 0 2 73 0 0
g22-g25 0 2 75 0 0
g22-g26 0 2 80 0 0
g22-g27 0 2 86 1087 237
g22-g28 0 2 97 0 0
g22-g29 0 2 100 105 104
g22-g30 0 2 100 101 99
g22-g31 0 2 100 150 150
g22-g32 1 2 100 68 68
g22-g33 0 2 101 0 0
g22-g37 1 2 120 238 204
g22-g38 0 2 121 0 0
g22-g40 1 2 121 68 68
g22-g43 -1 2 128 100000000 100000000
g22-g44 0 2 128 271 270
g22-g45 0 2 128 227 205
g22-g46 0 2 128 13 13
g22-g47 0 2 128 13 13
g22-g48 0 2 128 29 29
g22-g49 -1 2 128 100000000 100000000
g22-g50 1 2 128 68 68
g23-g27 0 2 86 0 0
g23-g32 1 2 100 74 74
g23-g40 1 2 121 9917593 9913627
g23-g50 1 2 128 74 74
g24-g25 0 2 75 0 0
g24-g26 1 2 80 49 49
g24-g27 1 2 86 51 51
g24-g28 0 2 97 0 0
g24-g29 0 2 100 1083434 1083434
g24-g30 0 2 100 1301361 1301361
g24-g31 0 2 100 10807873 10807873
g24-g32 1 2 100 49 49
g24-g33 0 2 101 0 0
g24-g35 0 2 120 2 2
g24-g36 0 2 120 0 0
g24-g37 1 2 120 54 54
g24-g38 0 2 121 0 0
g24-g39 0 2 121 0 0
g24-g40 1 2 121 49 49
g24-g41 0 2 128 0 0
g24-g42 1 2 128 49 49
g24-g43 1 2 128 51 51
g24-g44 0 2 128 547 547
g24-g45 0 2 128 561 561
g24-g46 0 2 128 33 33
g24-g47 0 2 128 35 35
g24-g48 0 2 128 7872 7872
g24-g49 1 2 128 49 49
g24-g50 1 2 128 49 49
g25-g26 1 2 80 74 74
g25-g27 0 2 86 157235 155376
g25-g29 0 2 100 24 24
g25-g30 0 2 100 18 18
g25-g31 0 2 100 39 39
g25-g32 1 2 100 32 32
g25-g38 0 2 121 0 0
g25-g40 1 2 121 32 32
g25-g43 1 2 128 64346 61527
g25-g44 0 2 128 28 28
g25-g45 0 2 128 28 28
g25-g46 0 2 128 1 1
g25-g47 0 2 128 1 1
g25-g48 0 2 128 3 3
g25-g49 1 2 128 426 1053
g25-g50 1 2 128 32 32
g26-g27 0 2 86 0 0
g26-g32 1 2 100 78 78
g26-g40 1 2 121 895 747
g26-g50 1 2 128 78 78
g27-g32 1 2 100 87 87
g27-g50 1 2 128 87 87
g28-g29 1 2 100 78 78
g28-g30 1 2 100 75 75
g28-g31 1 2 100 73 73
g28-g32 1 2 100 73 73
g28-g33 0 2 101 0 0
g28-g37 1 2 120 100000000 100000000
g28-g38 0 2 121 0 0
g28-g40 1 2 121 73 73
g28-g43 -1 2 128 100000000 100000000
g28-g44 1 2 128 73 73
g28-g45 1 2 128 73 73
g28-g46 1 2 128 74 74
g28-g47 1 2 128 339 75
g28-g48 1 2 128 73 73
g28-g49 1 2 128 100000000 100000000
g28-g50 1 2 128 73 73
g29-g30 0 2 100 0 0
g29-g31 1 2 100 101 101
g29-g32 1 2 100 101 101
g29-g40 -1 2 121 100000000 100000000
g29-g44 0 2 128 0 0
g29-g45 0 2 128 0 0
g29-g50 0 2 128 0 0
g3-g10 0 2 41 5 5
g3-g11 0 2 42 1 1
g3-g12 0 2 48 1 1
g3-g13 1 2 49 11 11
g3-g14 1 2 50 18 18
g3-g15 1 2 50 11 11
g3-g16 1 2 53 387 387
g3-g17 0 2 64 0 0
g3-g18 0 2 64 1 1
g3-g19 0 2 64 1 1
g3-g20 1 2 64 11 11
g3-g21 1 2 64 11 11
g3-g22 1 2 67 22 22
g3-g23 1 2 73 1050 1050
g3-g24 0 2 75 0 0
g3-g25 1 2 75 11 11
g3-g26 1 2 80 311 311
g3-g27 1 2 86 11 11
g3-g28 0 2 97 0 0
g3-g29 1 2 100 11 11
g3-g30 1 2 100 11 11
g3-g31 1 2 100 11 11
g3-g32 1 2 100 11 11
g3-g33 0 2 101 6901 6897
g3-g34 0 2 120 1 1
g3-g35 1 2 120 85 83
g3-g36 0 2 120 1118 1084
g3-g37 1 2 120 21 21
g3-g38 0 2 121 1 1
g3-g39 0 2 121 3922 3922
g3-g4 1 2 10 11 11
g3-g40 1 2 121 11 11
g3-g41 0 2 128 6223 6223
g3-g42 1 2 128 11 11
g3-g43 1 2 128 11 11
g3-g44 1 2 128 11 11
g3-g45 1 2 128 11 11
g3-g46 1 2 128 31 31
g3-g47 1 2 128 31 31
g3-g48 1 2 128 22 22
g3-g49 1 2 128 11 11
g3-g5 0 2 11 22 22
g3-g50 1 2 128 11 11
g3-g6 0 2 19 0 0
g3-g7 0 2 20 1 1
g3-g8 0 2 30 418 414
g3-g9 0 2 37 25 25
g30-g31 0 2 100 0 0
g30-g32 0 2 100 0 0
g30-g40 0 2 121 0 0
g30-g44 0 2 128 0 0
g30-g45 0 2 128 0 0
g30-g50 0 2 128 0 0
g31-g32 1 2 100 101 101
g31-g40 -1 2 121 100000000 100000000
g31-g50 0 2 128 0 0
g33-g37 0 2 120 1 1
g33-g38 0 2 121 0 0
g33-g40 1 2 121 102 102
g33-g43 0 2 128 0 0
g33-g44 0 2 128 5284103 5147807
g33-g45 0 2 128 4740508 4632819
g33-g46 0 2 128 576 528
g33-g47 0 2 128 684 637
g33-g48 0 2 128 2357 2218
g33-g49 0 2 128 155751742 100000000
g33-g50 1 2 128 100000000 100000000
g34-g35 0 2 120 0 0
g34-g36 0 2 120 0 0
g34-g37 0 2 120 142799914 100000000
g34-g38 0 2 121 0 0
g34-g39 0 2 121 0 0
g34-g40 1 2 121 130 130
g34-g41 0 2 128 0 0
g34-g42 0 2 128 7061 4886
g34-g43 0 2 128 0 0
g34-g44 0 2 128 0 0
g34-g45 0 2 128 0 0
g34-g46 -1 2 128 100000000 100000000
g34-g47 -1 2 128 100000000 100000000
g34-g48 -1 2 128 100000000 100000000
g34-g49 -1 2 128 100000000 100000000
g34-g50 -1 2 128 100000000 100000000
g35-g37 1 2 120 105593 69483
g35-g38 0 2 121 0 0
g35-g40 1 2 121 66316957852 100000000
g35-g41 0 2 128 0 0
g35-g42 0 2 128 0 0
g35-g43 0 2 128 0 0
g35-g44 0 2 128 0 0
g35-g45 0 2 128 0 0
g35-g46 0 2 128 86 85
g35-g47 0 2 128 94 93
g35-g48 0 2 128 107 104
g35-g49 0 2 128 100000000 100000000
g35-g50 1 2 128 427528 394084
g36-g37 1 2 120 24127 17229
g36-g38 0 2 121 0 0
g36-g40 1 2 121 129818 122930
g36-g41 0 2 128 0 0
g36-g42 0 2 128 0 0
g36-g43 0 2 128 0 0
g36-g44 0 2 128 0 0
g36-g45 0 2 128 0 0
g36-g46 0 2 128 1338 1329
g36-g47 0 2 128 1351 1339
g36-g48 0 2 128 4009 3960
g36-g49 0 2 128 0 0
g36-g50 -1 2 128 100000000 100000000
g37-g38 0 2 121 0 0
g37-g40 -1 2 121 307032788 100000000
g37-g43 0 2 128 0 0
g37-g44 0 2 128 0 0
g37-g45 0 2 128 0 0
g37-g46 0 2 128 9 9
g37-g47 0 2 128 9 9
g37-g48 0 2 128 84 64
g37-g49 0 2 128 0 0
g37-g50 -1 2 128 100000000 100000000
g38-g40 1 2 121 91294767 56793143
g38-g43 0 2 128 0 0
g38-g44 0 2 128 9 9
g38-g45 0 2 128 10 9
g38-g50 1 2 128 57 57
g39-g40 1 2 121 490780730 483491440
g39-g41 0 2 128 0 0
g39-g42 0 2 128 0 0
g39-g43 0 2 128 0 0
g39-g44 0 2 128 0 0
g39-g45 0 2 128 0 0
g39-g46 0 2 128 3232 3200
g39-g47 0 2 128 3365 3332
g39-g48 0 2 128 8753 8703
g39-g49 -1 2 128 100000000 100000000
g39-g50 -1 2 128 100000000 100000000
g4-g10 0 2 41 0 0
g4-g11 0 2 42 0 0
g4-g12 0 2 48 0 0
g4-g13 0 2 49 0 0
g4-g14 0 2 50 0 0
g4-g15 1 2 50 11 11
g4-g16 0 2 53 0 0
g4-g20 0 2 64 2081 2081
g4-g21 1 2 64 11 11
g4-g22 0 2 67 0 0
g4-g23 1 2 73 11 11
g4-g25 1 2 75 11 11
g4-g26 1 2 80 11 11
g4-g27 1 2 86 11 11
g4-g28 0 2 97 0 0
g4-g29 0 2 100 88 88
g4-g30 0 2 100 85 85
g4-g31 0 2 100 134 134
g4-g32 1 2 100 11 11
g4-g33 0 2 101 0 0
g4-g37 0 2 120 0 0
g4-g38 0 2 121 0 0
g4-g40 1 2 121 11 11
g4-g41 0 2 128 0 0
g4-g42 0 2 128 0 0
g4-g43 1 2 128 11 11
g4-g44 0 2 128 111 111
g4-g45 0 2 128 110 110
g4-g46 0 2 128 13 13
g4-g47 0 2 128 13 13
g4-g48 0 2 128 28 28
g4-g49 1 2 128 5546 5546
g4-g5 0 2 11 0 0
g4-g50 1 2 128 11 11
g4-g6 0 2 19 0 0
g4-g7 0 2 20 0 0
g4-g9 0 2 37 0 0
g40-g50 0 2 128 0 0
g41-g42 0 2 128 0 0
g41-g43 0 2 128 0 0
g41-g44 0 2 128 0 0
g41-g45 0 2 128 0 0
g41-g46 0 2 128 1765 1746
g41-g47 0 2 128 1953 1933
g41-g48 0 2 128 5062 4992
g41-g49 0 2 128 100000000 100000000
g41-g50 -1 2 128 100000000 100000000
g42-g43 0 2 128 0 0
g42-g44 0 2 128 0 0
g42-g45 0 2 128 0 0
g42-g46 0 2 128 7 7
g42-g47 0 2 128 7 7
g42-g48 0 2 128 30 30
g42-g49 -1 2 128 100000000 100000000
g42-g50 -1 2 128 100000000 100000000
g43-g44 0 2 128 0 0
g43-g45 0 2 128 0 0
g43-g50 -1 2 128 100000000 100000000
g44-g45 0 2 128 0 0
g44-g50 0 2 128 0 0
g45-g50 0 2 128 0 0
g46-g47 0 2 128 0 0
g46-g48 1 2 128 129 129
g46-g50 0 2 128 0 0
g47-g48 0 2 128 0 0
g47-g50 0 2 128 0 0
g48-g50 0 2 128 0 0
g49-g50 -1 2 128 100000000 100000000
g5-g11 0 2 42 0 0
g5-g12 0 2 48 0 0
g5-g13 1 2 49 12 12
g5-g14 1 2 50 15 15
g5-g15 1 2 50 12 12
g5-g16 0 2 53 1439 1439
g5-g20 1 2 64 12 12
g5-g21 1 2 64 12 12
g5-g22 1 2 67 16 16
g5-g23 1 2 73 12 12
g5-g25 1 2 75 12 12
g5-g26 1 2 80 12 12
g5-g27 1 2 86 12 12
g5-g28 0 2 97 0 0
g5-g29 1 2 100 12 12
g5-g30 1 2 100 12 12
g5-g31 1 2 100 12 12
g5-g32 1 2 100 12 12
g5-g33 0 2 101 267 267
g5-g37 1 2 120 26 26
g5-g38 0 2 121 0 0
g5-g40 1 2 121 12 12
g5-g41 1 2 128 12 12
g5-g42 1 2 128 12 12
g5-g43 1 2 128 12 12
g5-g44 1 2 128 12 12
g5-g45 1 2 128 13 13
g5-g46 1 2 128 340 340
g5-g47 1 2 128 1243 1243
g5-g48 1 2 128 12 12
g5-g49 1 2 128 12 12
g5-g50 1 2 128 12 12
g5-g6 0 2 19 0 0
g5-g7 0 2 20 0 0
g6-g11 0 2 42 0 0
g6-g12 0 2 48 0 0
g6-g13 1 2 49 1314 1314
g6-g14 1 2 50 991 903
g6-g15 1 2 50 11389 1138
g6-g16 1 2 53 66 65
g6-g20 1 2 64 20 20
g6-g21 1 2 64 20 20
g6-g22 0 2 67 1 1
g6-g23 1 2 73 22 22
g6-g25 1 2 75 84200 74266
g6-g26 1 2 80 80 64
g6-g27 1 2 86 20 20
g6-g28 0 2 97 0 0
g6-g29 1 2 100 20 20
g6-g30 1 2 100 24 24
g6-g31 1 2 100 24 24
g6-g32 1 2 100 20 20
g6-g33 0 2 101 2 2
g6-g37 1 2 120 25 25
g6-g38 0 2 121 0 0
g6-g40 1 2 121 20 20
g6-g41 0 2 128 1 1
g6-g42 0 2 128 224 163
g6-g43 1 2 128 20 20
g6-g44 1 2 128 20 20
g6-g45 1 2 128 20 20
g6-g46 1 2 128 144 144
g6-g47 1 2 128 145 145
g6-g48 1 2 128 57 57
g6-g49 1 2 128 20 20
g6-g50 1 2 128 20 20
g6-g7 0 2 20 0 0
g7-g11 0 2 42 0 0
g7-g12 0 2 48 0 0
g7-g13 0 2 49 0 0
g7-g14 0 2 50 0 0
g7-g15 0 2 50 0 0
g7-g16 0 2 53 0 0
g7-g20 0 2 64 30161 30161
g7-g21 1 2 64 21 21
g7-g22 0 2 67 0 0
g7-g23 0 2 73 0 0
g7-g25 0 2 75 0 0
g7-g26 0 2 80 0 0
g7-g27 0 2 86 0 0
g7-g28 0 2 97 0 0
g7-g29 0 2 100 2038 2038
g7-g30 0 2 100 2007 2007
g7-g31 0 2 100 3151 3151
g7-g32 1 2 100 21 21
g7-g33 0 2 101 0 0
g7-g37 0 2 120 0 0
g7-g38 1 2 121 21 21
g7-g40 1 2 121 30889 29458
g7-g41 0 2 128 0 0
g7-g42 0 2 128 0 0
g7-g43 0 2 128 40481657240 100000000
g7-g44 0 2 128 1922 1922
g7-g45 0 2 128 1850 1850
g7-g46 0 2 128 393 393
g7-g47 0 2 128 391 391
g7-g48 0 2 128 865 865
g7-g49 0 2 128 5120134 3566158
g7-g50 1 2 128 21 21
g8-g10 0 2 41 0 0
g8-g11 0 2 42 0 0
g8-g12 0 2 48 0 0
g8-g13 0 2 49 4434 3426
g8-g14 0 2 50 20 16
g8-g15 0 2 50 419299 377060
g8-g16 1 2 53 108 98
g8-g19 0 2 64 0 0
g8-g20 1 2 64 31 31
g8-g21 1 2 64 31 31
g8-g22 0 2 67 1 1
g8-g23 0 2 73 919753 871851
g8-g25 0 2 75 0 0
g8-g26 0 2 80 613361 519261
g8-g27 1 2 86 83601 82680
g8-g28 0 2 97 0 0
g8-g29 1 2 100 1566 1563
g8-g30 1 2 100 4584 4580
g8-g31 1 2 100 1137 1137
g8-g32 1 2 100 31 31
g8-g33 0 2 101 0 0
g8-g35 0 2 120 0 0
g8-g36 0 2 120 0 0
g8-g37 1 2 120 2921 2563
g8-g38 0 2 121 0 0
g8-g40 1 2 121 31 31
g8-g41 0 2 128 0 0
g8-g42 0 2 128 121 80
g8-g43 1 2 128 31 31
g8-g44 1 2 128 125 125
g8-g45 1 2 128 129 129
g8-g46 0 2 128 204794 204234
g8-g47 0 2 128 200472 199712
g8-g48 0 2 128 1692961 1690037
g8-g49 1 2 128 4993 4993
g8-g50 1 2 128 31 31
g8-g9 0 2 37 0 0
g9-g10 0 2 41 0 0
g9-g11 0 2 42 0 0
g9-g12 0 2 48 0 0
g9-g13 0 2 49 0 0
g9-g14 0 2 50 0 0
g9-g15 0 2 50 17444206 93
g9-g16 0 2 53 3 3
g9-g20 1 2 64 47 47
g9-g21 1 2 64 32 32
g9-g22 0 2 67 1 1
g9-g23 1 2 73 280 280
g9-g25 0 2 75 0 0
g9-g26 1 2 80 119 119
g9-g27 1 2 86 42287 42287
g9-g28 0 2 97 0 0
g9-g29 0 2 100 98724 98704
g9-g30 0 2 100 90037 90016
g9-g31 0 2 100 454459 454426
g9-g32 1 2 100 32 32
g9-g33 0 2 101 0 0
g9-g37 0 2 120 167 171
g9-g38 0 2 121 0 0
g9-g40 1 2 121 32 32
g9-g41 0 2 128 0 0
g9-g42 0 2 128 41 34
g9-g43 1 2 128 32 32
g9-g44 0 2 128 4087671 4087628
g9-g45 0 2 128 3816025 3816069
g9-g46 0 2 128 178 166
g9-g47 0 2 128 177 163
g9-g48 0 2 128 755 743
g9-g49 1 2 128 32 32
g9-g50 1 2 128 32 32
