instance sat family density lad vbdpd vbbjdpd vf2 snd
si6-b06m-m800.06 1 4 480 118.981000 574 595 3 9911.000
si4-r001-m400.08 1 7 160 4732.280000 103 103 100000000 2811.000
si4-r001-m400.06 1 7 160 566.913000 102 103 100000000 1491.000
si4-r001-m400.02 1 7 160 1031.843000 100 101 100000000 2310.00
si4-r001-m400.00 1 7 160 985.850000 119 121 100000000 1853.000
si4-r001-m400.04 1 7 160 4584.303000 145 96 100000000 2600.0
si4-r001-m400.03 1 7 160 7224.901000 129 106 100000000 1839.000
si4-r001-m400.09 1 7 160 695.894000 114 103 100000000 1925.000
si4-r001-m400.05 1 7 160 12086.162000 180 178 100000000 15100.0
si4-r001-m400.01 1 7 160 3567.457000 90 91 100000000 2080.00
si4-r001-m400.07 1 7 160 4999.240000 100 107 100000000 2112.000
si2-m4Dr6-m1296.00 1 6 259 1323.798000 304 304 2 5265.000
si2-m4Dr6-m1296.01 1 6 259 743.886000 520 531 4 5013.000
si2-m4Dr6-m1296.09 1 6 259 560.914000 498 644 2 6093.000
si2-m4Dr6-m1296.06 1 6 259 356.945000 247 327 2 4586.000
si2-m4Dr6-m1296.03 1 6 259 114.982000 487 487 2 4870.00
si2-m4Dr6-m1296.02 1 6 259 125.980000 304 303 2 4676.000
si2-m4Dr6-m1296.05 1 6 259 1526.767000 529 526 4 6072.000
si2-m4Dr6-m1296.08 1 6 259 314.952000 857 793 4 5768.000
si2-m4Dr6-m1296.04 1 6 259 1362.792000 317 317 2 4964.000
si2-m4Dr6-m1296.07 1 6 259 911.861000 293 292 2 5000.0
si2-b03-m800.07 1 3 160 827.874000 119 81 0 1721.000
si2-b03-m800.08 1 3 160 825.874000 82 81 0 2157.000
si2-b03-m800.04 1 3 160 826.874000 104 111 0 1693.000
si2-b03-m800.05 1 3 160 824.874000 79 81 0 2053.000
si2-b03-m800.09 1 3 160 1302.801000 80 82 0 1679.000
si2-b03-m800.00 1 3 160 828.873000 80 89 0 1903.000
si2-b03-m800.02 1 3 160 839.872000 110 81 0 1733.000
si2-b03-m800.03 1 3 160 829.873000 79 81 0 1699.000
si2-b03-m800.01 1 3 160 852.870000 80 82 0 2028.000
si2-b03-m800.06 1 3 160 907.861000 80 82 0 1667.000
si4-b03m-m200.05 1 4 80 3.999000 13 13 0 627.000
si4-b03m-m200.02 1 4 80 2.999000 12 13 0 813.000
si4-b03m-m200.04 1 4 80 3.999000 6 7 0 698.000
si4-b03m-m200.07 1 4 80 4.999000 7 7 0 791.000
si4-b03m-m200.00 1 4 80 5.999000 29 29 0 632.000
si4-b03m-m200.06 1 4 80 4.999000 9 9 0 571.000
si4-b03m-m200.03 1 4 80 4.999000 14 14 0 602.000
si4-b03m-m200.09 1 4 80 2.999000 20 24 0 738.000
si4-b03m-m200.08 1 4 80 3.999000 24 25 0 709.000
si4-b03m-m200.01 1 4 80 4.999000 23 18 0 700.0
si2-b06m-m200.04 1 4 40 6.998000 19 17 0 562.000
si2-b06m-m200.03 1 4 40 5.999000 17 16 0 577.000
si2-b06m-m200.08 1 4 40 5.999000 9 10 0 643.000
si2-b06m-m200.06 1 4 40 4.999000 44 49 0 638.000
si2-b06m-m200.05 1 4 40 4.999000 7 7 0 666.000
si2-b06m-m200.02 1 4 40 4.999000 16 16 0 600.0
si2-b06m-m200.00 1 4 40 3.999000 20 14 0 529.000
si2-b06m-m200.01 1 4 40 3.999000 13 9 0 668.000
si2-b06m-m200.09 1 4 40 12.998000 19 18 0 612.000
si2-b06m-m200.07 1 4 40 2.999000 13 14 0 583.000
si6-m4Dr4-m625.05 1 6 375 94.985000 332 331 4 4598.000
si6-m4Dr4-m625.09 1 6 375 71.989000 335 314 2 4609.000
si6-m4Dr4-m625.04 1 6 375 128.980000 305 310 4 4949.000
si6-m4Dr4-m625.00 1 6 375 162.975000 251 250 2 4487.000
si6-m4Dr4-m625.08 1 6 375 114.982000 365 362 2 4842.000
si6-m4Dr4-m625.06 1 6 375 72.988000 459 423 4 5113.000
si6-m4Dr4-m625.01 1 6 375 281.957000 400 399 4 4831.000
si6-m4Dr4-m625.03 1 6 375 541.917000 433 431 2 4847.000
si6-m4Dr4-m625.07 1 6 375 780.881000 235 247 2 5042.000
si6-m4Dr4-m625.02 1 6 375 110.983000 318 316 2 5236.000
si4-b03-m200.06 1 3 80 33.994000 12 10 0 838.000
si4-b03-m200.02 1 3 80 34.994000 11 10 0 817.000
si4-b03-m200.07 1 3 80 61.990000 11 9 0 799.000
si4-b03-m200.04 1 3 80 65.989000 12 12 0 692.000
si4-b03-m200.03 1 3 80 61.990000 9 13 0 919.000
si4-b03-m200.05 1 3 80 37.994000 15 9 0 851.000
si4-b03-m200.09 1 3 80 34.994000 13 14 0 683.000
si4-b03-m200.01 1 3 80 34.994000 15 15 0 611.000
si4-b03-m200.00 1 3 80 35.994000 15 15 0 634.000
si4-b03-m200.08 1 3 80 53.991000 15 9 0 865.000
si2-b03-m400.03 1 3 80 219.966000 20 20 0 1004.000
si2-b03-m400.06 1 3 80 110.983000 20 20 0 768.000
si2-b03-m400.07 1 3 80 216.967000 20 20 0 799.000
si2-b03-m400.01 1 3 80 223.965000 20 20 0 780.00
si2-b03-m400.05 1 3 80 217.966000 36 34 0 775.000
si2-b03-m400.09 1 3 80 111.982000 20 21 0 746.000
si2-b03-m400.02 1 3 80 115.982000 21 21 0 769.000
si2-b03-m400.00 1 3 80 110.983000 21 20 0 808.000
si2-b03-m400.08 1 3 80 220.966000 21 22 0 958.000
si2-b03-m400.04 1 3 80 217.966000 28 20 0 807.000
si4-b09-m200.02 1 3 80 106.983000 50 50 0 934.000
si4-b09-m200.01 1 3 80 109.983000 48 50 0 917.000
si4-b09-m200.00 1 3 80 192.970000 50 50 0 794.000
si4-b09-m200.09 1 3 80 108.983000 70 50 0 1088.000
si4-b09-m200.08 1 3 80 185.971000 72 60 0 1014.000
si4-b09-m200.04 1 3 80 110.983000 49 50 0 774.000
si4-b09-m200.06 1 3 80 190.970000 49 64 0 981.000
si4-b09-m200.05 1 3 80 106.983000 53 62 0 811.000
si4-b09-m200.07 1 3 80 188.971000 49 50 0 848.000
si4-b09-m200.03 1 3 80 110.983000 50 50 0 761.000
si4-m4Dr4-m256.05 1 6 102 8.998000 52 40 0 810.00
si4-m4Dr4-m256.09 1 6 102 14.997000 45 47 0 1260.00
si4-m4Dr4-m256.01 1 6 102 52.991000 20 21 0 1215.000
si4-m4Dr4-m256.03 1 6 102 113.982000 25 25 0 933.000
si4-m4Dr4-m256.06 1 6 102 33.994000 44 63 0 840.00
si4-m4Dr4-m256.07 1 6 102 20.996000 41 42 0 950.00
si4-m4Dr4-m256.00 1 6 102 38.994000 27 28 0 839.000
si4-m4Dr4-m256.02 1 6 102 17.997000 25 24 0 949.000
si4-m4Dr4-m256.08 1 6 102 14.997000 53 59 0 1011.000
si4-m4Dr4-m256.04 1 6 102 78.987000 27 25 0 894.000
si2-m4D-m625.01 1 5 125 1680.744000 117 122 0 15863.000
si2-m4D-m625.00 1 5 125 141.978000 156 118 0 1636.000
si2-m4D-m625.08 1 5 125 478.927000 102 96 0 8482.000
si2-m4D-m625.04 1 5 125 292.955000 111 111 0 1532.000
si2-m4D-m625.09 1 5 125 765.883000 375 392 0 1974.000
si2-m4D-m625.02 1 5 125 175.973000 176 174 0 1524.000
si2-m4D-m625.05 1 5 125 515.921000 229 237 0 1948.000
si2-m4D-m625.06 1 5 125 1145.825000 188 192 0 16292.000
si2-m4D-m625.07 1 5 125 984.850000 103 103 0 1816.000
si2-m4D-m625.03 1 5 125 214.967000 130 134 0 1935.000
si4-b09-m800.03 1 3 320 6705.980000 834 796 1 7207.000
si4-b09-m800.02 1 3 320 6143.066000 844 806 1 5588.000
si4-b09-m800.09 1 3 320 6321.039000 799 798 1 7067.000
si4-b09-m800.06 1 3 320 7383.877000 797 951 0 5445.000
si4-b09-m800.04 1 3 320 5577.152000 1245 796 0 5366.000
si4-b09-m800.05 1 3 320 5055.231000 799 802 1 5528.000
si4-b09-m800.00 1 3 320 5574.152000 811 795 1 6246.000
si4-b09-m800.01 1 3 320 5274.198000 796 810 0 5815.000
si4-b09-m800.07 1 3 320 5322.190000 797 796 0 5451.000
si4-b09-m800.08 1 3 320 6190.058000 801 836 0 5873.000
si2-m4Dr4-m256.05 1 6 51 34.994000 38 39 0 724.000
si2-m4Dr4-m256.02 1 6 51 16.997000 24 24 0 929.000
si2-m4Dr4-m256.00 1 6 51 38.994000 22 22 0 970.00
si2-m4Dr4-m256.07 1 6 51 68.989000 27 27 0 930.00
si2-m4Dr4-m256.03 1 6 51 29.995000 14 14 0 735.000
si2-m4Dr4-m256.06 1 6 51 16.997000 32 33 0 983.000
si2-m4Dr4-m256.04 1 6 51 79.987000 14 14 0 772.000
si2-m4Dr4-m256.09 1 6 51 14.997000 12 14 0 870.00
si2-m4Dr4-m256.01 1 6 51 29.995000 38 39 0 675.000
si2-m4Dr4-m256.08 1 6 51 84.987000 28 45 0 837.000
si6-m4Dr2-m256.04 1 6 153 18.997000 72 73 0 1256.000
si6-m4Dr2-m256.08 1 6 153 20.996000 65 49 0 1153.000
si6-m4Dr2-m256.00 1 6 153 18.997000 49 50 0 1210.00
si6-m4Dr2-m256.07 1 6 153 18.997000 91 93 0 1032.000
si6-m4Dr2-m256.01 1 6 153 22.996000 56 56 0 1422.000
si6-m4Dr2-m256.09 1 6 153 12.998000 80 83 0 1089.000
si6-m4Dr2-m256.03 1 6 153 11.998000 49 50 0 1169.000
si6-m4Dr2-m256.05 1 6 153 12.998000 30 31 0 1121.000
si6-m4Dr2-m256.02 1 6 153 42.993000 49 33 0 1049.000
si6-m4Dr2-m256.06 1 6 153 55.991000 29 29 0 1281.000
si6-b06-m800.00 1 3 480 5554.155000 627 624 1 10067.000
si6-b06-m800.05 1 3 480 5654.140000 625 626 1 10052.000
si6-b06-m800.02 1 3 480 5889.104000 625 624 1 9508.000
si6-b06-m800.07 1 3 480 8264.743000 629 626 1 11044.000
si6-b06-m800.08 1 3 480 5516.161000 626 625 1 10403.000
si6-b06-m800.09 1 3 480 5575.152000 632 638 1 10614.000
si6-b06-m800.06 1 3 480 5802.117000 980 625 1 9777.000
si6-b06-m800.01 1 3 480 5319.191000 670 667 1 9356.000
si6-b06-m800.04 1 3 480 5354.186000 627 639 1 9648.000
si6-b06-m800.03 1 3 480 5293.195000 627 637 1 9643.000
si4-b09m-m800.06 1 4 320 235.964000 507 501 5 4625.000
si4-b09m-m800.01 1 4 320 233.964000 384 389 4 5257.000
si4-b09m-m800.02 1 4 320 154.976000 1141 1137 2 4668.000
si4-b09m-m800.08 1 4 320 235.964000 346 346 5 4673.000
si4-b09m-m800.04 1 4 320 215.967000 392 364 2 4480.00
si4-b09m-m800.03 1 4 320 235.964000 281 278 5 4907.000
si4-b09m-m800.09 1 4 320 139.978000 482 480 2 5019.000
si4-b09m-m800.05 1 4 320 134.979000 398 396 3 4733.000
si4-b09m-m800.00 1 4 320 237.963000 932 834 2 4571.000
si4-b09m-m800.07 1 4 320 133.979000 546 560 4 4462.000
si2-b06-m800.04 1 3 160 3271.502000 219 217 0 1968.000
si2-b06-m800.07 1 3 160 2856.565000 218 218 0 2136.000
si2-b06-m800.02 1 3 160 1648.749000 342 321 0 1879.000
si2-b06-m800.00 1 3 160 3350.490000 229 241 0 2234.000
si2-b06-m800.03 1 3 160 3261.504000 232 223 0 1814.000
si2-b06-m800.05 1 3 160 2301.650000 217 293 0 1994.000
si2-b06-m800.09 1 3 160 1652.748000 217 217 0 2080.00
si2-b06-m800.01 1 3 160 1645.749000 218 227 0 1780.00
si2-b06-m800.08 1 3 160 2377.638000 218 219 0 1922.000
si2-b06-m800.06 1 3 160 3230.508000 217 217 0 1871.000
si6-m4D-m256.03 1 5 153 93.985000 65 77 0 1186.000
si6-m4D-m256.08 1 5 153 50.992000 61 64 0 1134.000
si6-m4D-m256.07 1 5 153 81.987000 54 55 0 1171.000
si6-m4D-m256.00 1 5 153 85.986000 51 52 0 1275.000
si6-m4D-m256.01 1 5 153 79.987000 74 88 0 1604.000
si6-m4D-m256.05 1 5 153 83.987000 67 58 0 1133.000
si6-m4D-m256.09 1 5 153 119.981000 34 35 4748110 1739.000
si6-m4D-m256.04 1 5 153 50.992000 53 66 0 1159.000
si6-m4D-m256.02 1 5 153 91.986000 53 56 0 1182.000
si6-m4D-m256.06 1 5 153 47.992000 56 56 0 1561.000
si2-b06m-m800.07 1 4 160 79.987000 249 248 0 1809.000
si2-b06m-m800.02 1 4 160 54.991000 198 194 1 2143.000
si2-b06m-m800.03 1 4 160 76.988000 203 205 0 1886.000
si2-b06m-m800.01 1 4 160 70.989000 116 119 1 2009.000
si2-b06m-m800.08 1 4 160 86.986000 242 240 0 1700.0
si2-b06m-m800.04 1 4 160 75.988000 206 203 1 1933.000
si2-b06m-m800.06 1 4 160 61.990000 201 192 1 2259.000
si2-b06m-m800.09 1 4 160 43.993000 262 267 0 1748.000
si2-b06m-m800.05 1 4 160 75.988000 151 150 1 1722.000
si2-b06m-m800.00 1 4 160 78.987000 193 191 0 1769.000
si4-b06m-m200.00 1 4 80 8.998000 29 28 0 833.000
si4-b06m-m200.08 1 4 80 9.998000 20 22 0 715.000
si4-b06m-m200.05 1 4 80 9.998000 13 14 0 771.000
si4-b06m-m200.09 1 4 80 7.998000 17 18 0 1009.000
si4-b06m-m200.01 1 4 80 10.998000 23 24 0 774.000
si4-b06m-m200.07 1 4 80 9.998000 29 25 0 680.00
si4-b06m-m200.02 1 4 80 7.998000 109 76 0 811.000
si4-b06m-m200.04 1 4 80 4.999000 43 29 0 690.00
si4-b06m-m200.06 1 4 80 9.998000 14 14 0 696.000
si4-b06m-m200.03 1 4 80 7.998000 18 28 0 674.000
si6-r001-m400.09 1 7 240 1352.794000 198 199 100000000 2344.000
si6-r001-m400.05 1 7 240 1008.846000 198 199 100000000 2157.000
si6-r001-m400.00 1 7 240 1073.836000 209 214 100000000 2208.000
si6-r001-m400.04 1 7 240 2004.695000 196 199 100000000 2344.000
si6-r001-m400.07 1 7 240 1580.759000 200 200 100000000 2598.000
si6-r001-m400.06 1 7 240 767.883000 198 198 100000000 2358.000
si6-r001-m400.02 1 7 240 1414.784000 196 196 100000000 2080.00
si6-r001-m400.03 1 7 240 1290.803000 198 203 100000000 2198.000
si6-r001-m400.08 1 7 240 2180.668000 190 191 100000000 2362.000
si6-r001-m400.01 1 7 240 915.860000 221 215 100000000 2545.000
si6-m4D-m625.00 1 5 375 321.951000 264 259 1 6313.000
si6-m4D-m625.07 1 5 375 1517.769000 245 236 100000000 27040.00
si6-m4D-m625.05 1 5 375 4713.283000 196 186 100000000 51622.000
si6-m4D-m625.08 1 5 375 451.931000 271 262 1 6736.000
si6-m4D-m625.02 1 5 375 418.936000 263 264 1 6137.000
si6-m4D-m625.03 1 5 375 23278.461000 3376 3436 100000000 45362.000
si6-m4D-m625.04 1 5 375 259.960000 261 259 1 5972.000
si6-m4D-m625.09 1 5 375 1683.744000 214 215 100000000 21593.000
si6-m4D-m625.01 1 5 375 352.946000 261 280 1 6873.000
si6-m4D-m625.06 1 5 375 1070.837000 177 177 100000000 22243.000
si6-b09m-m800.02 1 4 480 296.954000 754 752 5 9702.000
si6-b09m-m800.09 1 4 480 339.948000 510 510 4 10117.000
si6-b09m-m800.04 1 4 480 203.968000 602 609 4 10088.000
si6-b09m-m800.07 1 4 480 356.945000 1449 1449 5 10122.000
si6-b09m-m800.00 1 4 480 315.951000 438 437 4 10606.000
si6-b09m-m800.05 1 4 480 198.969000 904 901 7 10599.000
si6-b09m-m800.03 1 4 480 189.971000 565 589 4 11182.000
si6-b09m-m800.01 1 4 480 200.969000 632 636 4 10468.000
si6-b09m-m800.06 1 4 480 345.947000 961 959 5 10428.000
si6-b09m-m800.08 1 4 480 327.950000 915 921 7 9871.000
si4-m4Dr6-m1296.01 1 6 518 251.961000 624 630 11 13233.000
si4-m4Dr6-m1296.07 1 6 518 2405.634000 1279 1276 8 13384.000
si4-m4Dr6-m1296.06 1 6 518 748.886000 603 640 7 14136.000
si4-m4Dr6-m1296.02 1 6 518 423.935000 1071 1076 7 12049.000
si4-m4Dr6-m1296.08 1 6 518 286.956000 1054 1050 10 15069.000
si4-m4Dr6-m1296.03 1 6 518 373.943000 631 636 11 12651.000
si4-m4Dr6-m1296.00 1 6 518 3209.512000 1438 1402 7 13162.000
si4-m4Dr6-m1296.09 1 6 518 776.881000 664 664 8 13834.000
si4-m4Dr6-m1296.05 1 6 518 377.942000 602 614 6 15319.000
si4-m4Dr6-m1296.04 1 6 518 279.957000 1085 1094 11 13730.00
si2-b06-m400.09 1 3 80 233.964000 57 56 0 907.000
si2-b06-m400.02 1 3 80 447.931000 56 58 0 1282.000
si2-b06-m400.00 1 3 80 305.953000 56 88 0 854.000
si2-b06-m400.03 1 3 80 434.933000 60 64 0 898.000
si2-b06-m400.07 1 3 80 325.950000 57 62 0 1120.00
si2-b06-m400.04 1 3 80 226.965000 68 59 0 1355.000
si2-b06-m400.05 1 3 80 435.933000 57 59 0 861.000
si2-b06-m400.01 1 3 80 224.965000 56 94 0 1095.000
si2-b06-m400.08 1 3 80 230.964000 56 58 0 1056.000
si2-b06-m400.06 1 3 80 395.939000 57 56 0 1021.000
si4-r01-m200.01 1 7 80 127265.652000 536 536 100000000 331970.00
si4-r01-m200.08 1 7 80 338760.500000 11512 11681 100000000 28334.000
si4-r01-m200.03 1 7 80 41123.748000 1088 1100 100000000 132796.000
si4-r01-m200.04 1 7 80 126739.732000 981 991 100000000 330157.000
si4-r01-m200.07 1 7 80 708036.362000 1340 1086 100000000 210808.000
si4-r01-m200.02 1 7 80 841814.024000 2017 2070 100000000 844510.00
si4-r01-m200.05 1 7 80 1288495.118000 752 869 100000000 12000.0
si4-r01-m200.06 1 7 80 22424.590000 518 535 100000000 37601.000
si4-r01-m200.00 1 7 80 2651652.887000 3845 3872 100000000 254175.000
si4-r01-m200.09 1 7 80 94507.632000 1175 1184 100000000 89890.00
si2-r001-m400.06 1 7 80 612375.904000 129 89 100000000 8676.000
si2-r001-m400.08 1 7 80 11665.226000 49 56 100000000 5922.000
si2-r001-m400.09 1 7 80 41202.736000 23910 8681 100000000 24857.000
si2-r001-m400.01 1 7 80 342.947000 50 51 100000000 1485.000
si2-r001-m400.03 1 7 80 5844.111000 61 61 100000000 13826.000
si2-r001-m400.04 1 7 80 488.925000 7935 6067 100000000 3695.000
si2-r001-m400.05 1 7 80 1161.823000 146 121 100000000 3375.000
si2-r001-m400.02 1 7 80 210.967000 48 47 100000000 1159.000
si2-r001-m400.00 1 7 80 1405.786000 57 58 100000000 1979.000
si2-r001-m400.07 1 7 80 180503.559000 72 61 100000000 3776.000
si4-b03m-m800.03 1 4 320 47.992000 176 163 2 4105.000
si4-b03m-m800.05 1 4 320 67.989000 108 108 1 4312.000
si4-b03m-m800.06 1 4 320 43.993000 291 287 1 3826.000
si4-b03m-m800.01 1 4 320 84.987000 248 246 2 3684.000
si4-b03m-m800.08 1 4 320 74.988000 246 152 1 4249.000
si4-b03m-m800.09 1 4 320 48.992000 137 138 2 4136.000
si4-b03m-m800.00 1 4 320 55.991000 165 163 1 3804.000
si4-b03m-m800.02 1 4 320 47.992000 112 116 2 4388.000
si4-b03m-m800.07 1 4 320 44.993000 154 153 1 3671.000
si4-b03m-m800.04 1 4 320 81.987000 148 197 1 4522.000
si2-r01-m200.03 1 7 40 29339575.706000 132539 135683 100000000 230865.000
si2-r01-m200.00 1 7 40 31810337.093000 1698 1728 100000000 811066.000
si2-r01-m200.05 1 7 40 57173546.299000 944 959 100000000 165762.000
si2-r01-m200.01 1 7 40 210613.981000 5110 5039 100000000 487573.000
si2-r01-m200.08 1 7 40 1312992.394000 119 119 100000000 532945.000
si2-r01-m200.06 1 7 40 2704485.855000 26340 26817 100000000 1023045.000
si2-r01-m200.09 1 7 40 655543.342000 20792 21016 100000000 1187681.000
si2-r01-m200.02 1 7 40 5156590.079000 1500 1559 100000000 602896.000
si2-r01-m200.07 1 7 40 62276689.504000 3500 3596 100000000 66073.000
si2-r01-m200.04 1 7 40 473616.999000 416 420 100000000 237960.00
si2-r01-m400.04 1 7 80 100000000 21975 22311 100000000 10129856.000
si2-r01-m400.00 1 7 80 100000000 53407 54575 100000000 11216328.000
si2-r01-m400.07 1 7 80 100000000 697437 713271 100000000 100000000
si2-r01-m400.09 1 7 80 100000000 118474 121123 100000000 50509914.000
si2-r01-m400.01 1 7 80 100000000 56949 57864 100000000 71131413.000
si2-r01-m400.03 1 7 80 100000000 4301 4294 100000000 19386961.000
si2-r01-m400.02 1 7 80 100000000 72216 73474 100000000 47657007.000
si2-r01-m400.05 1 7 80 100000000 178513 179522 100000000 23128895.000
si2-r01-m400.06 1 7 80 100000000 54081 55072 100000000 11607649.000
si2-r01-m400.08 1 7 80 53069369.229000 17897 18197 100000000 48030164.000
si4-m4D-m625.09 1 5 250 197.969000 181 178 0 4495.000
si4-m4D-m625.03 1 5 250 416.936000 208 205 0 3049.000
si4-m4D-m625.07 1 5 250 540.917000 208 135 100000000 8064.000
si4-m4D-m625.02 1 5 250 1730.736000 382 376 0 9449.000
si4-m4D-m625.00 1 5 250 368.943000 190 189 0 2778.000
si4-m4D-m625.01 1 5 250 1131.827000 181 182 100000000 33582.000
si4-m4D-m625.04 1 5 250 142.978000 157 155 0 2917.000
si4-m4D-m625.06 1 5 250 172.973000 183 182 0 2878.000
si4-m4D-m625.08 1 5 250 872.867000 124 129 40923 11440.00
si4-m4D-m625.05 1 5 250 343.947000 286 288 0 4395.000
si6-m4Dr6-m256.05 1 6 153 33.994000 39 40 0 1246.000
si6-m4Dr6-m256.04 1 6 153 42.993000 78 80 0 1583.000
si6-m4Dr6-m256.03 1 6 153 13.997000 37 37 0 1240.00
si6-m4Dr6-m256.02 1 6 153 22.996000 49 57 0 1483.000
si6-m4Dr6-m256.08 1 6 153 23.996000 41 40 1 1243.000
si6-m4Dr6-m256.00 1 6 153 40.993000 78 80 0 1253.000
si6-m4Dr6-m256.09 1 6 153 12.998000 59 60 0 1065.000
si6-m4Dr6-m256.07 1 6 153 19.996000 73 72 0 1146.000
si6-m4Dr6-m256.06 1 6 153 13.997000 75 57 0 1046.000
si6-m4Dr6-m256.01 1 6 153 20.996000 101 102 0 1333.000
si6-b09-m400.07 1 3 240 1150.825000 303 304 0 3068.000
si6-b09-m400.03 1 3 240 1949.703000 303 304 0 2431.000
si6-b09-m400.04 1 3 240 1757.732000 304 305 0 2713.000
si6-b09-m400.06 1 3 240 1365.792000 304 348 0 2453.000
si6-b09-m400.05 1 3 240 1979.699000 320 313 0 2777.000
si6-b09-m400.09 1 3 240 1190.818000 324 305 0 2474.000
si6-b09-m400.02 1 3 240 1556.763000 375 305 0 3025.000
si6-b09-m400.01 1 3 240 1179.820000 305 306 0 3056.000
si6-b09-m400.08 1 3 240 1138.826000 304 304 0 2620.00
si6-b09-m400.00 1 3 240 1779.729000 460 473 0 2515.000
si6-b06-m400.03 1 3 240 756.884000 160 161 0 2148.000
si6-b06-m400.08 1 3 240 1383.789000 159 160 0 2028.000
si6-b06-m400.07 1 3 240 1131.827000 159 179 0 2000.0
si6-b06-m400.04 1 3 240 1439.781000 159 160 0 2137.000
si6-b06-m400.05 1 3 240 1434.781000 173 172 0 2197.000
si6-b06-m400.06 1 3 240 744.886000 166 216 0 2566.000
si6-b06-m400.02 1 3 240 1389.788000 159 160 0 2165.000
si6-b06-m400.01 1 3 240 721.890000 159 176 0 2290.00
si6-b06-m400.00 1 3 240 736.887000 159 160 0 2246.000
si6-b06-m400.09 1 3 240 762.884000 160 161 0 2379.000
si6-b03m-m200.04 1 4 120 4.999000 50 50 0 869.000
si6-b03m-m200.07 1 4 120 6.998000 10 10 0 767.000
si6-b03m-m200.08 1 4 120 7.998000 10 12 0 938.000
si6-b03m-m200.02 1 4 120 6.998000 13 14 0 788.000
si6-b03m-m200.03 1 4 120 8.998000 14 23 0 978.000
si6-b03m-m200.06 1 4 120 4.999000 13 14 0 796.000
si6-b03m-m200.01 1 4 120 8.998000 16 16 0 733.000
si6-b03m-m200.09 1 4 120 4.999000 19 17 0 827.000
si6-b03m-m200.00 1 4 120 5.999000 12 13 0 766.000
si6-b03m-m200.05 1 4 120 6.998000 16 15 0 799.000
si4-b06-m800.04 1 3 320 3403.482000 451 417 0 4554.000
si4-b06-m800.00 1 3 320 4178.364000 461 421 0 4533.000
si4-b06-m800.08 1 3 320 3627.448000 419 418 0 4549.000
si4-b06-m800.05 1 3 320 6786.968000 418 417 1 4823.000
si4-b06-m800.03 1 3 320 6846.959000 418 417 0 4467.000
si4-b06-m800.06 1 3 320 3447.475000 448 417 0 4485.000
si4-b06-m800.07 1 3 320 3538.462000 437 560 0 4457.000
si4-b06-m800.01 1 3 320 3402.482000 419 419 0 4981.000
si4-b06-m800.02 1 3 320 3377.486000 420 422 0 5739.000
si4-b06-m800.09 1 3 320 3480.470000 420 419 1 4313.000
si6-b09m-m200.07 1 4 120 13.997000 59 60 0 901.000
si6-b09m-m200.06 1 4 120 23.996000 51 58 0 1013.000
si6-b09m-m200.01 1 4 120 21.996000 111 109 0 1071.000
si6-b09m-m200.08 1 4 120 15.997000 46 47 0 895.000
si6-b09m-m200.00 1 4 120 21.996000 86 98 0 923.000
si6-b09m-m200.09 1 4 120 11.998000 81 86 0 1009.000
si6-b09m-m200.02 1 4 120 22.996000 155 135 0 1006.000
si6-b09m-m200.05 1 4 120 12.998000 112 105 0 1065.000
si6-b09m-m200.03 1 4 120 13.997000 39 41 0 999.000
si6-b09m-m200.04 1 4 120 16.997000 72 69 0 954.000
si4-b09m-m400.07 1 4 160 33.994000 192 192 0 1344.000
si4-b09m-m400.06 1 4 160 58.991000 200 201 0 1378.000
si4-b09m-m400.00 1 4 160 57.991000 151 100 1 1324.000
si4-b09m-m400.08 1 4 160 32.994000 110 110 1 1735.000
si4-b09m-m400.04 1 4 160 107.983000 115 116 0 1350.00
si4-b09m-m400.09 1 4 160 32.994000 97 98 0 1602.000
si4-b09m-m400.02 1 4 160 33.994000 164 165 0 1412.000
si4-b09m-m400.03 1 4 160 32.994000 126 119 0 1357.000
si4-b09m-m400.01 1 4 160 38.994000 100 98 0 1394.000
si4-b09m-m400.05 1 4 160 58.991000 163 163 1 1497.000
si6-m4Dr4-m1296.03 1 6 777 350.946000 1535 1593 10 31031.000
si6-m4Dr4-m1296.06 1 6 777 1137.827000 1653 1660 10 36407.000
si6-m4Dr4-m1296.04 1 6 777 477.927000 1383 1402 10 37633.000
si6-m4Dr4-m1296.01 1 6 777 338.948000 824 900 10 30814.000
si6-m4Dr4-m1296.09 1 6 777 577.912000 1373 1404 10 34906.000
si6-m4Dr4-m1296.02 1 6 777 570.913000 1050 1044 9 34967.000
si6-m4Dr4-m1296.08 1 6 777 340.948000 879 881 10 35133.000
si6-m4Dr4-m1296.05 1 6 777 715.891000 969 1059 10 33048.000
si6-m4Dr4-m1296.07 1 6 777 489.925000 1782 2051 10 31066.000
si6-m4Dr4-m1296.00 1 6 777 381.941000 776 779 10 34889.000
si6-b06-m200.09 1 3 120 113.982000 42 45 0 1219.000
si6-b06-m200.03 1 3 120 207.968000 42 48 0 851.000
si6-b06-m200.05 1 3 120 206.968000 41 40 0 954.000
si6-b06-m200.00 1 3 120 207.968000 39 45 0 846.000
si6-b06-m200.08 1 3 120 199.969000 39 41 0 1032.000
si6-b06-m200.02 1 3 120 114.982000 41 40 0 869.000
si6-b06-m200.06 1 3 120 114.982000 43 43 0 1087.000
si6-b06-m200.04 1 3 120 106.983000 39 40 0 848.000
si6-b06-m200.01 1 3 120 112.982000 41 42 0 869.000
si6-b06-m200.07 1 3 120 160.975000 39 57 0 816.000
