instance sat family density lad vbdpd vbbjdpd vf2 snd
si4-m4Dr6-m625.02 1 6 250 54.991000 227 224 1 2624.000
si4-m4Dr6-m625.06 1 6 250 743.886000 313 325 1 2606.000
si4-m4Dr6-m625.03 1 6 250 256.960000 151 150 1 3075.000
si4-m4Dr6-m625.07 1 6 250 1158.823000 177 174 1 2401.000
si4-m4Dr6-m625.08 1 6 250 103.984000 131 129 1 2944.000
si4-m4Dr6-m625.09 1 6 250 61.990000 149 149 1 2688.000
si4-m4Dr6-m625.00 1 6 250 79.987000 143 142 1 2460.00
si4-m4Dr6-m625.01 1 6 250 166.974000 142 140 1 2930.00
si4-m4Dr6-m625.05 1 6 250 56.991000 141 140 2 3099.000
si4-m4Dr6-m625.04 1 6 250 62.990000 259 246 3 2384.000
si6-b06m-m200.09 1 4 120 8.998000 56 37 0 792.000
si6-b06m-m200.02 1 4 120 13.997000 17 17 0 890.00
si6-b06m-m200.05 1 4 120 8.998000 44 29 0 842.000
si6-b06m-m200.00 1 4 120 14.997000 30 30 0 835.000
si6-b06m-m200.07 1 4 120 14.997000 77 79 0 1077.000
si6-b06m-m200.04 1 4 120 7.998000 29 29 0 850.00
si6-b06m-m200.08 1 4 120 8.998000 31 29 0 1092.000
si6-b06m-m200.06 1 4 120 9.998000 15 16 0 826.000
si6-b06m-m200.03 1 4 120 12.998000 52 51 0 862.000
si6-b06m-m200.01 1 4 120 7.998000 55 56 0 1089.000
si6-m4Dr4-m256.05 1 6 153 32.994000 126 132 0 1040.00
si6-m4Dr4-m256.03 1 6 153 81.987000 135 131 0 1091.000
si6-m4Dr4-m256.02 1 6 153 12.998000 65 71 0 1056.000
si6-m4Dr4-m256.01 1 6 153 21.996000 58 59 0 1065.000
si6-m4Dr4-m256.08 1 6 153 122.981000 39 40 0 1549.000
si6-m4Dr4-m256.09 1 6 153 70.989000 58 37 0 1085.000
si6-m4Dr4-m256.07 1 6 153 39.993000 66 68 0 1044.000
si6-m4Dr4-m256.06 1 6 153 40.993000 65 66 0 1296.000
si6-m4Dr4-m256.04 1 6 153 11.998000 84 103 1 1013.000
si6-m4Dr4-m256.00 1 6 153 47.992000 66 69 0 1158.000
si4-r001-m600.01 1 7 240 10670.377000 476 473 100000000 5205.000
si4-r001-m600.08 1 7 240 28282.700000 497 540 100000000 3811.000
si4-r001-m600.02 1 7 240 32282.092000 533 546 100000000 5198.000
si4-r001-m600.07 1 7 240 7940.792000 464 472 100000000 2951.000
si4-r001-m600.05 1 7 240 4363.336000 487 491 100000000 4218.000
si4-r001-m600.06 1 7 240 13742.910000 519 792 100000000 8739.000
si4-r001-m600.00 1 7 240 131809.961000 503 504 100000000 3591.000
si4-r001-m600.04 1 7 240 4675.289000 441 591 100000000 4743.000
si4-r001-m600.09 1 7 240 6229.053000 476 474 100000000 9751.000
si4-r001-m600.03 1 7 240 211353.869000 466 464 100000000 17530.00
si2-b09m-m200.08 1 4 40 4.999000 55 53 0 722.000
si2-b09m-m200.06 1 4 40 8.998000 21 21 0 570.00
si2-b09m-m200.03 1 4 40 10.998000 42 29 0 588.000
si2-b09m-m200.09 1 4 40 9.998000 14 14 0 754.000
si2-b09m-m200.04 1 4 40 10.998000 46 33 0 739.000
si2-b09m-m200.00 1 4 40 6.998000 50 51 0 558.000
si2-b09m-m200.01 1 4 40 7.998000 21 21 0 677.000
si2-b09m-m200.05 1 4 40 7.998000 15 15 0 727.000
si2-b09m-m200.07 1 4 40 6.998000 25 25 0 589.000
si2-b09m-m200.02 1 4 40 9.998000 25 25 0 568.000
si6-b03-m200.01 1 3 120 52.991000 15 19 0 942.000
si6-b03-m200.03 1 3 120 62.990000 15 15 0 836.000
si6-b03-m200.04 1 3 120 99.984000 23 23 0 760.00
si6-b03-m200.08 1 3 120 100.984000 22 18 0 779.000
si6-b03-m200.07 1 3 120 100.984000 13 13 0 788.000
si6-b03-m200.09 1 3 120 55.991000 13 14 0 1097.000
si6-b03-m200.05 1 3 120 97.985000 14 15 0 779.000
si6-b03-m200.02 1 3 120 54.991000 13 14 0 787.000
si6-b03-m200.06 1 3 120 52.991000 22 13 0 753.000
si6-b03-m200.00 1 3 120 58.991000 13 13 0 819.000
si6-b09-m200.09 1 3 120 166.974000 111 112 0 1162.000
si6-b09-m200.06 1 3 120 199.969000 74 76 0 1069.000
si6-b09-m200.08 1 3 120 267.959000 84 115 0 1102.000
si6-b09-m200.03 1 3 120 297.954000 95 89 0 1317.000
si6-b09-m200.00 1 3 120 302.953000 73 75 0 1012.000
si6-b09-m200.02 1 3 120 171.973000 117 90 0 1438.000
si6-b09-m200.07 1 3 120 215.967000 74 100 0 923.000
si6-b09-m200.04 1 3 120 170.974000 116 76 0 937.000
si6-b09-m200.01 1 3 120 173.973000 76 76 0 984.000
si6-b09-m200.05 1 3 120 176.973000 74 82 0 945.000
g10-g11 0 2 41 .999000 1 1 0 340.00
g10-g12 0 2 41 3.999000 1 1 0 417.000
g10-g13 0 2 41 .999000 2 2 1167122 400.0
g10-g14 0 2 41 .999000 1 1 65679 422.000
g10-g15 0 2 41 .999000 4 6 29287061 466.000
g10-g16 0 2 41 63.990000 16 16 132511 751.000
g10-g20 1 2 41 19.996000 9 12 3 635.000
g10-g21 1 2 41 30.995000 77 81 0 863.000
g10-g22 0 2 41 5.999000 19 19 12769 434.000
g10-g23 0 2 41 232554.646000 311067 330485 100000000 2412937.000
g10-g25 0 2 41 .999000 1 1 56562766 411.000
g10-g26 0 2 41 467454.936000 1069450 1136407 100000000 736303.000
g10-g27 1 2 41 100000000 3260544 3440473 100000000 29943284.000
g10-g28 0 2 41 .999000 1 1 0 386.000
g10-g29 1 2 41 34.994000 15 12 31734 867.000
g10-g30 1 2 41 42.993000 12 17 27684 920.00
g10-g31 1 2 41 40.993000 13 14 109 852.000
g10-g32 1 2 41 100.984000 606 605 0 1230.00
g10-g33 0 2 41 14.997000 5 7 2735 570.00
g10-g37 0 2 41 186583.634000 14011 14242 100000000 67577.000
g10-g38 0 2 41 2.999000 3 3 0 405.000
g10-g40 1 2 41 63.990000 185 185 0 1275.000
g10-g41 0 2 41 7.998000 6 6 2120 475.000
g10-g42 0 2 41 591.910000 27 20 11448325 2143.000
g10-g43 1 2 41 6477.015000 389 383 100000000 67796.000
g10-g44 1 2 41 53.991000 32 26 155 947.000
g10-g45 1 2 41 29.995000 26 22 570 885.000
g10-g46 1 2 41 87892.638000 3361 3474 9171083 6194.000
g10-g47 1 2 41 77033.289000 3572 3806 8996655 5436.000
g10-g48 1 2 41 1127.828000 174 181 19960 1368.000
g10-g49 1 2 41 51.992000 284 405 100000000 1218.000
g10-g50 1 2 41 83.987000 147 147 0 1156.000
g11-g12 0 2 42 1.999000 2 2 100000000 325.000
g11-g13 0 2 42 .999000 2 2 1485557 521.000
g11-g14 0 2 42 .999000 1 1 61875 514.000
g11-g15 0 2 42 .999000 3 3 38558898 474.000
g11-g16 0 2 42 5.999000 4 2 94106 439.000
g11-g20 1 2 42 913.861000 251 258 298265 24350.00
g11-g21 1 2 42 70.989000 79 83 0 1216.000
g11-g22 0 2 42 2.999000 3 2 16604 517.000
g11-g23 0 2 42 43.993000 8 12 100000000 838.000
g11-g25 0 2 42 .999000 3 3 619469 397.000
g11-g26 0 2 42 25.996000 7 7 100000000 547.000
g11-g27 0 2 42 183437.113000 75572 71785 100000000 18635849.000
g11-g28 0 2 42 0 1 1 0 414.000
g11-g29 0 2 42 100000000 3763 3976 100000000 781634.000
g11-g30 0 2 42 100000000 3382 3589 100000000 639053.000
g11-g31 0 2 42 100000000 23044 24422 100000000 4424936.000
g11-g32 1 2 42 85.986000 606 607 0 1664.000
g11-g33 0 2 42 .999000 4 4 3724 509.000
g11-g37 0 2 42 327.950000 11 11 66215432 1203.000
g11-g38 0 2 42 .999000 5 5 100000000 509.000
g11-g40 1 2 42 93.985000 189 187 675 1213.000
g11-g41 0 2 42 0 5 3 2771 488.000
g11-g42 0 2 42 69.989000 8 8 807376 730.00
g11-g43 1 2 42 53.991000 100000000 100000000 100000000 100000000
g11-g44 0 2 42 459975.073000 16312 16993 100000000 3204533.000
g11-g45 0 2 42 431868.346000 17607 16784 100000000 2880357.000
g11-g46 0 2 42 816.875000 94 97 100000000 12949.000
g11-g47 0 2 42 857.869000 93 95 100000000 12702.000
g11-g48 0 2 42 1749.734000 207 214 100000000 35143.000
g11-g49 0 2 42 41754091.413000 4912244 4998968 100000000 100000000
g11-g50 1 2 42 116.982000 152 158 100000000 1424.000
g12-g20 0 2 48 96.985000 27 27 100000000 573.000
g12-g21 1 2 48 118.981000 81 81 0 1355.000
g12-g23 0 2 48 .999000 4 4 1082242 508.000
g12-g26 0 2 48 .999000 4 5 4437 462.000
g12-g27 0 2 48 2.999000 7 6 100000000 575.000
g12-g29 0 2 48 56.991000 29 19 100000000 618.000
g12-g30 0 2 48 73.988000 19 19 100000000 574.000
g12-g31 0 2 48 166.974000 36 33 100000000 548.000
g12-g32 1 2 48 155.976000 610 612 0 2723.000
g12-g38 0 2 48 .999000 3 3 100000000 510.00
g12-g40 1 2 48 127.980000 262 261 100000000 1507.000
g12-g43 0 2 48 102.984000 19 20 100000000 1814.000
g12-g44 0 2 48 94.985000 37 52 100000000 661.000
g12-g45 0 2 48 95.985000 33 37 100000000 605.000
g12-g46 0 2 48 7.998000 13 13 20 649.000
g12-g47 0 2 48 1.999000 18 19 17 610.00
g12-g48 0 2 48 21.996000 17 17 22 608.000
g12-g50 1 2 48 154.976000 153 153 100000000 1458.000
g13-g15 1 2 49 2.999000 5 5 12 705.000
g13-g20 0 2 49 419.936000 115 118 6617 500.0
g13-g21 1 2 49 35.994000 81 81 0 1023.000
g13-g23 0 2 49 .999000 8 8 1 476.000
g13-g25 0 2 49 0 1 1 0 447.000
g13-g26 0 2 49 0 7 7 0 408.000
g13-g27 0 2 49 264.959000 171 137 100000000 2712.000
g13-g29 0 2 49 48.992000 18 18 1 452.000
g13-g30 0 2 49 37.994000 18 18 2 573.000
g13-g31 0 2 49 53.991000 22 23 9 570.00
g13-g32 1 2 49 137.979000 613 631 0 1453.000
g13-g38 0 2 49 0 2 2 0 465.000
g13-g40 1 2 49 117.982000 192 192 0 1395.000
g13-g43 1 2 49 28.995000 7710186 2007594 100000000 1019.000
g13-g44 0 2 49 40.993000 34 36 10 568.000
g13-g45 0 2 49 34.994000 34 35 17 585.000
g13-g46 0 2 49 28.995000 18 18 0 531.000
g13-g47 0 2 49 25.996000 18 18 0 530.00
g13-g48 0 2 49 37.994000 19 20 1 569.000
g13-g49 0 2 49 912.861000 36 37 11949244 6314.000
g13-g50 1 2 49 116.982000 154 155 0 1425.000
g14-g15 0 2 50 .999000 2 3 5693174 459.000
g14-g20 0 2 50 6563.002000 868 662 100000000 65735.000
g14-g21 1 2 50 65.989000 80 96 0 1169.000
g14-g23 0 2 50 5.999000 5 5 100000000 509.000
g14-g25 0 2 50 0 1 1 304 379.000
g14-g26 0 2 50 5.999000 12 12 100000000 483.000
g14-g27 1 2 50 24624.256000 55 53 100000000 1577.000
g14-g29 0 2 50 44.993000 17 17 100000000 514.000
g14-g30 0 2 50 28.995000 17 17 100000000 514.000
g14-g31 0 2 50 75.988000 20 20 100000000 583.000
g14-g32 1 2 50 83.987000 608 605 0 1297.000
g14-g38 0 2 50 3.999000 3 3 0 455.000
g14-g40 1 2 50 78.987000 190 190 100000000 1408.000
g14-g43 1 2 50 32.994000 21 21 100000000 8147.000
g14-g44 0 2 50 67.989000 31 34 100000000 810.00
g14-g45 0 2 50 56.991000 30 31 100000000 704.000
g14-g46 0 2 50 24.996000 17 20 4664953 580.00
g14-g47 0 2 50 17.997000 17 17 4779005 538.000
g14-g48 0 2 50 42.993000 26 25 81109185 514.000
g14-g49 1 2 50 8754.669000 16464 459 100000000 48269.000
g14-g50 1 2 50 118.981000 152 152 0 1323.000
g15-g20 0 2 50 68.989000 25 25 2946 467.000
g15-g21 1 2 50 67.989000 82 82 0 1026.000
g15-g23 0 2 50 .999000 8 8 1 435.000
g15-g25 0 2 50 0 2 2 0 452.000
g15-g26 0 2 50 0 8 8 0 380.00
g15-g27 0 2 50 19.996000 19 13 100000000 805.000
g15-g29 0 2 50 21.996000 19 25 3 552.000
g15-g30 0 2 50 23.996000 18 18 3 408.000
g15-g31 0 2 50 45.993000 22 21 18 473.000
g15-g32 1 2 50 112.982000 615 609 0 1375.000
g15-g38 0 2 50 0 2 2 0 389.000
g15-g40 1 2 50 101.984000 195 195 630773 1370.00
g15-g43 1 2 50 4299.346000 5903356 704968 100000000 3560440.00
g15-g44 0 2 50 31.995000 40 34 34 572.000
g15-g45 0 2 50 28.995000 34 34 22 467.000
g15-g46 0 2 50 4.999000 16 16 0 567.000
g15-g47 0 2 50 3.999000 22 22 0 545.000
g15-g48 0 2 50 32.994000 20 20 0 546.000
g15-g49 0 2 50 89.986000 48 48 1 773.000
g15-g50 1 2 50 109.983000 183 186 0 1310.00
g16-g20 0 2 53 100000000 582912 569627 100000000 6195998.000
g16-g21 1 2 53 105.983000 84 85 0 1149.000
g16-g22 0 2 53 .999000 3 2 0 410.00
g16-g23 0 2 53 1.999000 12 12 18353490 597.000
g16-g25 0 2 53 .999000 2 2 3 552.000
g16-g26 0 2 53 2.999000 10 16 20439223 520.00
g16-g27 0 2 53 2498.620000 21968 22944 100000000 136503.000
g16-g28 0 2 53 0 1 1 0 491.000
g16-g29 0 2 53 2823.570000 59 61 100000000 678.000
g16-g30 0 2 53 2136.675000 87 60 100000000 719.000
g16-g31 0 2 53 21541.725000 119 188 100000000 1005.000
g16-g32 1 2 53 130.980000 616 615 0 1898.000
g16-g33 0 2 53 .999000 4 3 0 406.000
g16-g37 1 2 53 66.989000 32 36 356267 663.000
g16-g38 0 2 53 1.999000 2 2 424 459.000
g16-g40 1 2 53 237.963000 214 213 100000000 1476.000
g16-g43 -1 2 53 100000000 100000000 100000000 100000000 100000000
g16-g44 0 2 53 4662.291000 137 143 100000000 1451.000
g16-g45 0 2 53 4304.345000 157 191 100000000 1333.000
g16-g46 0 2 53 572.912000 26 26 100000000 582.000
g16-g47 0 2 53 406.938000 26 26 100000000 543.000
g16-g48 0 2 53 1091.834000 44 45 100000000 528.000
g16-g49 0 2 53 106253.846000 49327 50509 100000000 8197450.00
g16-g50 1 2 53 198.969000 160 162 2075 1530.00
g17-g18 1 2 64 9.998000 3 3 0 620.00
g17-g19 0 2 64 12.998000 11 10 72893 550.00
g17-g20 1 2 64 23.996000 12 9 0 799.000
g17-g21 1 2 64 52.991000 78 78 0 1146.000
g17-g22 0 2 64 107.983000 6 6 505795 522.000
g17-g23 0 2 64 2.999000 4 4 100000000 410.00
g17-g24 0 2 64 .999000 0 1 2 497.000
g17-g25 0 2 64 .999000 3 3 100000000 412.000
g17-g26 0 2 64 2.999000 5 4 100000000 435.000
g17-g27 -1 2 64 100000000 100000000 100000000 100000000 100000000
g17-g28 0 2 64 .999000 1 1 2 472.000
g17-g29 1 2 64 57.991000 12 12 0 949.000
g17-g30 1 2 64 66.989000 17 13 0 1051.000
g17-g31 1 2 64 50.992000 20 20 0 986.000
g17-g32 1 2 64 83.987000 611 605 0 1703.000
g17-g33 0 2 64 4772.274000 51 59 103316 14580.00
g17-g34 0 2 64 269.958000 4 4 2035 483.000
g17-g35 0 2 64 312.952000 12 16 35414 978.000
g17-g36 0 2 64 534.918000 10 15 41740 603.000
g17-g37 1 2 64 7370.879000 7475 7898 100000000 6190296.000
g17-g38 0 2 64 1.999000 5 5 100000000 531.000
g17-g39 1 2 64 190.970000 8 10 0 1980.00
g17-g40 1 2 64 149.977000 186 185 0 1396.000
g17-g41 0 2 64 1806.725000 101 106 83471 16371.000
g17-g42 0 2 64 24299.305000 4098 4158 100000000 62525.000
g17-g43 1 2 64 105.983000 100000000 100000000 100000000 74875.000
g17-g44 1 2 64 50.992000 25 30 5 1069.000
g17-g45 1 2 64 52.991000 27 34 0 1077.000
g17-g46 1 2 64 81.987000 14 17 5 910.00
g17-g47 1 2 64 63.990000 21 21 3 953.000
g17-g48 1 2 64 60.990000 15 15 4 1035.000
g17-g49 1 2 64 76.988000 23 15 100000000 2160.00
g17-g50 1 2 64 117.982000 148 147 0 78904.000
g18-g19 0 2 64 1.999000 5 4 8415 387.000
g18-g20 1 2 64 2529.615000 4382 4888 0 712.000
g18-g21 1 2 64 96.985000 79 79 0 1173.000
g18-g22 0 2 64 .999000 7 7 5442 451.000
g18-g23 0 2 64 2.999000 5 5 58412553 447.000
g18-g24 0 2 64 .999000 1 1 0 512.000
g18-g25 0 2 64 0 3 3 292595 539.000
g18-g26 0 2 64 1.999000 7 7 100000000 533.000
g18-g27 0 2 64 2.999000 9 7 100000000 475.000
g18-g28 0 2 64 0 1 1 0 432.000
g18-g29 1 2 64 414.936000 59 64 1611958 5488.000
g18-g30 1 2 64 2117.678000 41 30 1190661 2508.000
g18-g31 1 2 64 117.982000 29 36 14600 2860.00
g18-g32 1 2 64 153.976000 614 606 0 1697.000
g18-g33 0 2 64 993.848000 50 50 4477 9898.000
g18-g34 0 2 64 96.985000 3 3 13 488.000
g18-g35 0 2 64 125.980000 12 14 1685 546.000
g18-g36 0 2 64 235.964000 6 5 2740 478.000
g18-g37 0 2 64 1261305.252000 55800 58734 71029593 11213178.000
g18-g38 0 2 64 1.999000 5 5 100000000 453.000
g18-g39 0 2 64 37.994000 19 19 535 553.000
g18-g40 1 2 64 133.979000 187 188 0 1487.000
g18-g41 0 2 64 1193.818000 162 170 3146 6610.00
g18-g42 0 2 64 1762.732000 372 583 283495 24197.000
g18-g43 -1 2 64 100000000 100000000 100000000 100000000 100000000
g18-g44 1 2 64 29290.547000 3073824 3165826 100000000 2591683.000
g18-g45 1 2 64 28856933.079000 100000000 100000000 100000000 26382995.000
g18-g46 -1 2 64 100000000 100000000 100000000 100000000 100000000
g18-g47 -1 2 64 100000000 100000000 100000000 100000000 100000000
g18-g48 1 2 64 73648470.730000 100000000 100000000 100000000 100000000
g18-g49 -1 2 64 100000000 100000000 100000000 100000000 100000000
g18-g50 1 2 64 156.976000 149 150 100000000 100000000
g19-g20 1 2 64 100000000 100000000 100000000 100000000 100000000
g19-g21 1 2 64 69.989000 83 83 0 1103.000
g19-g22 0 2 64 2.999000 2 2 157334 434.000
g19-g23 0 2 64 3.999000 10 9 100000000 475.000
g19-g25 0 2 64 .999000 2 2 981957 508.000
g19-g26 0 2 64 1.999000 6 6 100000000 467.000
g19-g27 0 2 64 240079.502000 431630 450377 100000000 100000000000.0
g19-g28 0 2 64 0 1 1 0 493.000
g19-g29 0 2 64 100000000 15826870 16592258 100000000 100000000
g19-g30 0 2 64 100000000 12351972 12992059 100000000 100000000
g19-g31 -1 2 64 100000000 100000000 100000000 100000000 100000000
g19-g32 1 2 64 123.981000 618 638 0 2127.000
g19-g33 0 2 64 2.999000 3 3 75268 421.000
g19-g35 0 2 64 0 2 4 4282 459.000
g19-g37 0 2 64 1059.838000 50 50 100000000 3435.000
g19-g38 0 2 64 2.999000 2 2 100000000 436.000
g19-g40 1 2 64 246.962000 195 195 4722 1326.000
g19-g41 0 2 64 1.999000 5 5 21361 469.000
g19-g42 0 2 64 123.981000 12 13 100000000 522.000
g19-g43 0 2 64 100000000 6049219 6213344 100000000 100000000
g19-g44 0 2 64 100000000 100000000 100000000 100000000 100000000
g19-g45 0 2 64 100000000 100000000 100000000 100000000 100000000
g19-g46 0 2 64 610014.263000 11400 11754 100000000 1264403.000
g19-g47 0 2 64 592450.933000 11140 11511 100000000 1159207.000
g19-g48 0 2 64 2670433.032000 46360 47559 100000000 3805429.000
g19-g49 0 2 64 23394115.553000 73786 75094 100000000 9200930.00
g19-g50 1 2 64 283.956000 190 157 0 32068298.000
g2-g10 1 2 10 0 1 1 0 401.000
g2-g11 1 2 10 .999000 1 1 0 352.000
g2-g12 1 2 10 .999000 1 1 0 359.000
g2-g13 1 2 10 .999000 1 1 0 401.000
g2-g14 1 2 10 .999000 1 1 0 349.000
g2-g15 1 2 10 0 2 2 0 360.00
g2-g16 1 2 10 1.999000 2 2 0 369.000
g2-g17 1 2 10 .999000 0 0 0 321.000
g2-g18 1 2 10 .999000 1 1 0 313.000
g2-g19 1 2 10 1.999000 1 1 0 348.000
g2-g20 1 2 10 3.999000 6 6 0 482.000
g2-g21 1 2 10 7.998000 74 74 0 566.000
g2-g22 1 2 10 1.999000 1 1 0 384.000
g2-g23 1 2 10 1.999000 3 4 0 429.000
g2-g24 0 2 10 .999000 1 2 6 368.000
g2-g25 1 2 10 .999000 1 1 0 370.00
g2-g26 1 2 10 1.999000 4 4 24255 478.000
g2-g27 1 2 10 3.999000 7 7 0 440.00
g2-g28 1 2 10 0 2 2 1 364.000
g2-g29 1 2 10 5.999000 7 7 0 461.000
g2-g3 0 2 10 1.999000 0 0 1 484.000
g2-g30 1 2 10 4.999000 7 8 0 472.000
g2-g31 1 2 10 5.999000 11 10 0 474.000
g2-g32 1 2 10 12.998000 602 596 0 535.000
g2-g33 1 2 10 2.999000 2 3 0 491.000
g2-g34 1 2 10 2.999000 1 1 0 452.000
g2-g35 1 2 10 2.999000 2 3 0 431.000
g2-g36 1 2 10 3.999000 2 2 0 427.000
g2-g37 1 2 10 5.999000 5 6 0 526.000
g2-g38 1 2 10 .999000 2 2 0 402.000
g2-g39 1 2 10 3.999000 2 2 0 449.000
g2-g4 1 2 10 0 0 0 0 274.000
g2-g40 1 2 10 14.997000 183 183 0 640.00
g2-g41 1 2 10 4.999000 3 3 0 458.000
g2-g42 1 2 10 3.999000 3 3 0 471.000
g2-g43 1 2 10 5.999000 10 9 0 475.000
g2-g44 1 2 10 5.999000 12 12 0 566.000
g2-g45 1 2 10 4.999000 16 15 0 642.000
g2-g46 1 2 10 5.999000 7 7 0 664.000
g2-g47 1 2 10 4.999000 9 7 0 619.000
g2-g48 1 2 10 7.998000 10 11 0 498.000
g2-g49 1 2 10 6.998000 10 11 0 545.000
g2-g5 1 2 10 .999000 0 0 0 259.000
g2-g50 1 2 10 17.997000 142 141 0 649.000
g2-g6 1 2 10 0 0 0 0 326.000
g2-g7 1 2 10 .999000 0 0 0 288.000
g2-g8 1 2 10 0 0 0 0 407.000
g2-g9 1 2 10 .999000 0 0 0 344.000
g20-g21 1 2 64 571.913000 136 139 0 1983.000
g20-g23 0 2 64 .999000 7 8 0 587.000
g20-g26 0 2 64 .999000 7 7 0 563.000
g20-g27 0 2 64 .999000 9 9 137 706.000
g20-g29 0 2 64 .999000 13 13 1 567.000
g20-g30 0 2 64 .999000 13 13 0 579.000
g20-g31 0 2 64 .999000 16 16 3 572.000
g20-g32 1 2 64 1069.837000 647 645 0 5472.000
g20-g38 0 2 64 .999000 9 9 0 692.000
g20-g40 -1 2 64 100000000 100000000 100000000 100000000 100000000
g20-g43 0 2 64 1.999000 12 12 5 594.000
g20-g44 0 2 64 .999000 14 14 8 628.000
g20-g45 0 2 64 1.999000 14 15 7 630.00
g20-g48 0 2 64 .999000 13 13 0 603.000
g20-g50 -1 2 64 100000000 100000000 100000000 100000000 100000000
g21-g27 0 2 64 .999000 79 78 0 781.000
g21-g32 1 2 64 4795.271000 763 766 0 12666.000
g21-g40 0 2 64 49.992000 272 280 3 1010.00
g21-g50 0 2 64 .999000 216 266 100000000 933.000
g22-g23 0 2 67 2.999000 7 7 100000000 590.00
g22-g25 0 2 67 .999000 3 3 1870 590.00
g22-g26 0 2 67 2.999000 6 6 100000000 541.000
g22-g27 0 2 67 17.997000 28 36 100000000 575.000
g22-g28 0 2 67 0 2 1 0 554.000
g22-g29 0 2 67 38.994000 38 38 100000000 531.000
g22-g30 0 2 67 49.992000 25 24 100000000 631.000
g22-g31 0 2 67 100000000 28 29 100000000 606.000
g22-g32 1 2 67 281.957000 615 613 0 2310.00
g22-g33 0 2 67 .999000 6 6 3 385.000
g22-g37 1 2 67 48.992000 18 18 100000000 824.000
g22-g38 0 2 67 2.999000 3 3 78 674.000
g22-g40 1 2 67 221.966000 197 196 100000000 1550.00
g22-g43 -1 2 67 100000000 100000000 100000000 100000000 100000000
g22-g44 0 2 67 52.991000 46 47 100000000 622.000
g22-g45 0 2 67 44.993000 45 45 100000000 577.000
g22-g46 0 2 67 48.992000 25 25 100000000 530.00
g22-g47 0 2 67 56.991000 25 25 100000000 503.000
g22-g48 0 2 67 80.987000 26 27 100000000 534.000
g22-g49 0 2 67 100000000 100000000 100000000 100000000 100000000
g22-g50 1 2 67 243.962000 158 166 100000000 1532.000
g23-g27 0 2 73 4.999000 21 21 100000000 553.000
g23-g32 1 2 73 252.961000 631 632 0 2836.000
g23-g40 1 2 73 292.955000 3402077 61582 100000000 1692.000
g23-g50 1 2 73 239.963000 173 173 100000000 1655.000
g24-g25 0 2 75 .999000 1 2 100000000 472.000
g24-g26 1 2 75 11.998000 5 5 100000000 806.000
g24-g27 1 2 75 15.997000 5 7 1 1391.000
g24-g28 0 2 75 0 3 2 0 340.00
g24-g29 0 2 75 100000000 100000000 5884 100000000 662.000
g24-g30 0 2 75 100000000 100000000 6866 100000000 625.000
g24-g31 0 2 75 100000000 100000000 52919 100000000 1331.000
g24-g32 1 2 75 54.991000 606 606 0 1296.000
g24-g33 0 2 75 4.999000 4 3 38706 444.000
g24-g35 0 2 75 5.999000 4 5 6512 407.000
g24-g36 0 2 75 2.999000 4 5 2545 446.000
g24-g37 1 2 75 27.995000 9 9 30 4426.000
g24-g38 0 2 75 11.998000 5 5 18509162 390.00
g24-g39 0 2 75 7.998000 4 3 878 456.000
g24-g40 1 2 75 53.991000 185 183 0 1236.000
g24-g41 0 2 75 4.999000 3 3 5722 500.0
g24-g42 1 2 75 26.995000 5 5 34 928.000
g24-g43 1 2 75 33.994000 19 13 5 1085.000
g24-g44 0 2 75 44.993000 22 22 100000000 1764.000
g24-g45 0 2 75 33.994000 24 24 100000000 1634.000
g24-g46 0 2 75 100000000 11 10 100000000 456.000
g24-g47 0 2 75 100000000 11 10 100000000 526.000
g24-g48 0 2 75 100000000 100000000 95 100000000 616.000
g24-g49 1 2 75 45.993000 12 11 55 1160.00
g24-g50 1 2 75 69.989000 143 144 0 1397.000
g25-g26 1 2 75 6.998000 9 6 83819 828.000
g25-g27 0 2 75 130.980000 521 362 100000000 11057.000
g25-g29 0 2 75 42.993000 14 15 100000000 527.000
g25-g30 0 2 75 29.995000 17 17 100000000 523.000
g25-g31 0 2 75 38.994000 16 16 100000000 467.000
g25-g32 1 2 75 156.976000 604 603 0 1367.000
g25-g38 0 2 75 .999000 5 3 32585053 453.000
g25-g40 1 2 75 129.980000 188 187 100000000 1645.000
g25-g43 1 2 75 111346.072000 267 207 100000000 1324307.000
g25-g44 0 2 75 40.993000 24 23 100000000 574.000
g25-g45 0 2 75 23.996000 23 23 100000000 503.000
g25-g46 0 2 75 22.996000 12 12 100000000 452.000
g25-g47 0 2 75 34.994000 12 12 100000000 530.00
g25-g48 0 2 75 41.993000 21 21 100000000 478.000
g25-g49 1 2 75 62.990000 22 15 100000000 4816.000
g25-g50 1 2 75 122.981000 148 148 100000000 1383.000
g26-g27 0 2 80 5.999000 15 16 100000000 487.000
g26-g32 1 2 80 310.952000 633 665 0 2281.000
g26-g40 1 2 80 198.969000 388 219 100000000 1691.000
g26-g50 1 2 80 265.959000 176 181 0 1774.000
g27-g32 1 2 86 734.888000 659 650 0 3572.000
g27-g50 1 2 86 229.965000 351 352 100000000 2495.000
g28-g29 1 2 97 38.994000 12 12 100000000 1026.000
g28-g30 1 2 97 32.994000 12 12 100000000 1105.000
g28-g31 1 2 97 67.989000 13 13 100000000 1003.000
g28-g32 1 2 97 112.982000 606 604 0 1960.00
g28-g33 0 2 97 3.999000 5 3 100000000 410.00
g28-g37 1 2 97 61523.646000 100000000 100000000 100000000 41997710.00
