instance sat family size vbbjdpd tvbbjdpd
g44-g50 0 2 128 0 100000000
g45-g50 0 2 128 0 100000000
g46-g47 0 2 128 0 100000000
g46-g48 1 2 128 129 100000000
g46-g50 0 2 128 0 100000000
g47-g48 0 2 128 0 100000000
g47-g50 0 2 128 0 100000000
g48-g50 0 2 128 0 100000000
g49-g50 -1 2 128 100000000 100000000
g5-g11 0 2 42 0 100000000
g5-g12 0 2 48 0 100000000
g5-g13 1 2 49 12 100000000
g5-g14 1 2 50 15 100000000
g5-g15 1 2 50 12 100000000
g5-g16 0 2 53 1439 100000000
g5-g20 1 2 64 12 100000000
g5-g21 1 2 64 12 100000000
g5-g22 1 2 67 16 100000000
g5-g23 1 2 73 12 100000000
g5-g25 1 2 75 12 100000000
g5-g26 1 2 80 12 100000000
g5-g27 1 2 86 12 100000000
g5-g28 0 2 97 0 100000000
g5-g29 1 2 100 12 100000000
g5-g30 1 2 100 12 100000000
g5-g31 1 2 100 12 100000000
g5-g32 1 2 100 12 100000000
g5-g33 0 2 101 267 100000000
g5-g37 1 2 120 26 100000000
g5-g38 0 2 121 0 100000000
g5-g40 1 2 121 12 100000000
g5-g41 1 2 128 12 100000000
g5-g42 1 2 128 12 100000000
g5-g43 1 2 128 12 100000000
g5-g44 1 2 128 12 100000000
g5-g45 1 2 128 13 100000000
g5-g46 1 2 128 340 100000000
g5-g47 1 2 128 1243 100000000
g5-g48 1 2 128 12 100000000
g5-g49 1 2 128 12 100000000
g5-g50 1 2 128 12 100000000
g5-g6 0 2 19 0 100000000
g5-g7 0 2 20 0 100000000
g6-g11 0 2 42 0 100000000
g6-g12 0 2 48 0 100000000
g6-g13 1 2 49 1314 100000000
g6-g14 1 2 50 991 100000000
g6-g15 1 2 50 11389 100000000
g6-g16 1 2 53 66 100000000
g6-g20 1 2 64 20 100000000
g6-g21 1 2 64 20 100000000
g6-g22 0 2 67 1 100000000
g6-g23 1 2 73 22 100000000
g6-g25 1 2 75 84200 100000000
g6-g26 1 2 80 80 100000000
g6-g27 1 2 86 20 100000000
g6-g28 0 2 97 0 100000000
g6-g29 1 2 100 20 100000000
g6-g30 1 2 100 24 100000000
g6-g31 1 2 100 24 100000000
g6-g32 1 2 100 20 100000000
g6-g33 0 2 101 2 100000000
g6-g37 1 2 120 25 100000000
g6-g38 0 2 121 0 100000000
g6-g40 1 2 121 20 100000000
g6-g41 0 2 128 1 100000000
g6-g42 0 2 128 224 100000000
g6-g43 1 2 128 20 100000000
g6-g44 1 2 128 20 100000000
g6-g45 1 2 128 20 100000000
g6-g46 1 2 128 144 100000000
g6-g47 1 2 128 145 100000000
g6-g48 1 2 128 57 100000000
g6-g49 1 2 128 20 100000000
g6-g50 1 2 128 20 100000000
g6-g7 0 2 20 0 100000000
g7-g11 0 2 42 0 100000000
g7-g12 0 2 48 0 100000000
g7-g13 0 2 49 0 100000000
g7-g14 0 2 50 0 100000000
g7-g15 0 2 50 0 100000000
g7-g16 0 2 53 0 100000000
g7-g20 0 2 64 30161 100000000
g7-g21 1 2 64 21 100000000
g7-g22 0 2 67 0 100000000
g7-g23 0 2 73 0 100000000
g7-g25 0 2 75 0 100000000
g7-g26 0 2 80 0 100000000
g7-g27 0 2 86 0 100000000
g7-g28 0 2 97 0 100000000
g7-g29 0 2 100 2038 100000000
g7-g30 0 2 100 2007 100000000
g7-g31 0 2 100 3151 100000000
g7-g32 1 2 100 21 100000000
g7-g33 0 2 101 0 100000000
g7-g37 0 2 120 0 100000000
g7-g38 1 2 121 21 100000000
g7-g40 1 2 121 30889 100000000
g7-g41 0 2 128 0 100000000
g7-g42 0 2 128 0 100000000
g7-g43 0 2 128 40481657240 100000000
g7-g44 0 2 128 1922 100000000
g7-g45 0 2 128 1850 100000000
g7-g46 0 2 128 393 100000000
g7-g47 0 2 128 391 100000000
g7-g48 0 2 128 865 100000000
g7-g49 0 2 128 5120134 100000000
g7-g50 1 2 128 21 100000000
g8-g10 0 2 41 0 100000000
g8-g11 0 2 42 0 100000000
g8-g12 0 2 48 0 100000000
g8-g13 0 2 49 4434 100000000
g8-g14 0 2 50 20 100000000
g8-g15 0 2 50 419299 100000000
g8-g16 1 2 53 108 100000000
g8-g19 0 2 64 0 100000000
g8-g20 1 2 64 31 100000000
g8-g21 1 2 64 31 100000000
g8-g22 0 2 67 1 100000000
g8-g23 0 2 73 919753 100000000
g8-g25 0 2 75 0 100000000
g8-g26 0 2 80 613361 100000000
g8-g27 1 2 86 83601 100000000
g8-g28 0 2 97 0 100000000
g8-g29 1 2 100 1566 100000000
g8-g30 1 2 100 4584 100000000
g8-g31 1 2 100 1137 100000000
g8-g32 1 2 100 31 100000000
g8-g33 0 2 101 0 100000000
g8-g35 0 2 120 0 100000000
g8-g36 0 2 120 0 100000000
g8-g37 1 2 120 2921 100000000
g8-g38 0 2 121 0 100000000
g8-g40 1 2 121 31 100000000
g8-g41 0 2 128 0 100000000
g8-g42 0 2 128 121 100000000
g8-g43 1 2 128 31 100000000
g8-g44 1 2 128 125 100000000
g8-g45 1 2 128 129 100000000
g8-g46 0 2 128 204794 100000000
g8-g47 0 2 128 200472 100000000
g8-g48 0 2 128 1692961 100000000
g8-g49 1 2 128 4993 100000000
g8-g50 1 2 128 31 100000000
g8-g9 0 2 37 0 100000000
g9-g10 0 2 41 0 100000000
g9-g11 0 2 42 0 100000000
g9-g12 0 2 48 0 100000000
g9-g13 0 2 49 0 100000000
g9-g14 0 2 50 0 100000000
g9-g15 0 2 50 17444206 100000000
g9-g16 0 2 53 3 100000000
g9-g20 1 2 64 47 100000000
g9-g21 1 2 64 32 100000000
g9-g22 0 2 67 1 100000000
g9-g23 1 2 73 280 100000000
g9-g25 0 2 75 0 100000000
g9-g26 1 2 80 119 100000000
g9-g27 1 2 86 42287 100000000
g9-g28 0 2 97 0 100000000
g9-g29 0 2 100 98724 100000000
g9-g30 0 2 100 90037 100000000
g9-g31 0 2 100 454459 100000000
g9-g32 1 2 100 32 100000000
g9-g33 0 2 101 0 100000000
g9-g37 0 2 120 167 100000000
g9-g38 0 2 121 0 100000000
g9-g40 1 2 121 32 100000000
g9-g41 0 2 128 0 100000000
g9-g42 0 2 128 41 100000000
g9-g43 1 2 128 32 100000000
g9-g44 0 2 128 4087671 100000000
g9-g45 0 2 128 3816025 100000000
g9-g46 0 2 128 178 100000000
g9-g47 0 2 128 177 100000000
g9-g48 0 2 128 755 100000000
g9-g49 1 2 128 32 100000000
g9-g50 1 2 128 32 100000000
